Date,Open,High,Low,Close,Volume,"('Adj Close', 'CG')","('Close', 'CG')","('High', 'CG')","('Low', 'CG')","('Open', 'CG')","('Volume', 'CG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,40.33000183105469,40.33000183105469,39.34999847412109,39.9900016784668,2758500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,39.29999923706055,39.47999954223633,38.66999816894531,39.06999969482422,1804500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.970001220703125,39.56999969482422,38.86000061035156,38.93999862670898,1582200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,38.54999923706055,39.66999816894531,38.2400016784668,39.33000183105469,2330400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,39.540000915527344,40.09999847412109,39.15999984741211,39.869998931884766,2866700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.16999816894531,39.619998931884766,38.95000076293945,39.2400016784668,2792300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,39.15999984741211,39.900001525878906,39.11000061035156,39.5,1860100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,39.400001525878906,39.40999984741211,38.4900016784668,39.27000045776367,2147800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,39.4900016784668,39.66999816894531,38.900001525878906,39.36000061035156,1599000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,38.68999862670898,38.91999816894531,38.040000915527344,38.45000076293945,3499600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.810001373291016,38.619998931884766,37.619998931884766,38.61000061035156,1668900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,38.959999084472656,39.09999847412109,38.380001068115234,38.810001373291016,1933200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.61000061035156,39.75,38.4900016784668,39.72999954223633,1688200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.09999847412109,40.5099983215332,39.70000076293945,39.90999984741211,1753500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,40.04999923706055,40.2400016784668,39.380001068115234,39.619998931884766,1515400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,40.310001373291016,40.310001373291016,39.650001525878906,39.72999954223633,1734800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,40.290000915527344,41.0099983215332,39.77000045776367,40.959999084472656,3212200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,41.0,41.27000045776367,40.52999877929688,40.59999847412109,1267200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,40.34999847412109,41.400001525878906,40.33000183105469,41.13999938964844,1687000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,41.0099983215332,41.2400016784668,40.75,40.7599983215332,1213700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,40.41999816894531,40.97999954223633,39.900001525878906,40.02000045776367,1868100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,40.31999969482422,40.59999847412109,39.25,40.58000183105469,1581400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,40.18000030517578,41.150001525878906,40.09000015258789,40.95000076293945,1737600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,40.52000045776367,40.540000915527344,39.7599983215332,40.310001373291016,2096200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,40.470001220703125,41.08000183105469,40.310001373291016,40.720001220703125,2198800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,43.0099983215332,44.83000183105469,42.900001525878906,44.2400016784668,6612300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,44.400001525878906,45.9900016784668,44.220001220703125,45.61000061035156,4258500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,46.0,46.0,44.59999847412109,44.77999877929688,1929400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,44.630001068115234,45.65999984741211,44.29999923706055,45.310001373291016,2845200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,44.16999816894531,44.2599983215332,43.04999923706055,43.38999938964844,3182200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,43.93000030517578,44.209999084472656,43.43999862670898,44.02999877929688,3076800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,44.47999954223633,44.900001525878906,43.7400016784668,44.869998931884766,2474600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,44.619998931884766,45.09999847412109,44.41999816894531,44.58000183105469,3395600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,44.20000076293945,44.540000915527344,43.75,44.2599983215332,3211300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,43.97999954223633,44.97999954223633,43.75,44.59999847412109,3124500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,44.630001068115234,45.38999938964844,44.560001373291016,44.9900016784668,1973200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,45.09000015258789,45.290000915527344,44.630001068115234,44.63999938964844,1864400.0,,,,,,,,,,
