Date,Open,High,Low,Close,Volume,"('Adj Close', 'UPST')","('Close', 'UPST')","('High', 'UPST')","('Low', 'UPST')","('Open', 'UPST')","('Volume', 'UPST')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,39.59000015258789,40.81999969482422,38.34000015258789,38.79999923706055,8003500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,36.31999969482422,37.5099983215332,34.75,34.810001373291016,10007600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,35.5,35.880001068115234,33.87099838256836,33.95000076293945,7417500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.0,35.02000045776367,32.70000076293945,33.2400016784668,7716600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,34.15800094604492,35.560001373291016,33.380001068115234,35.540000915527344,8228300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,34.9900016784668,35.869998931884766,34.560001373291016,34.86000061035156,6007700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.90999984741211,37.209999084472656,33.3120002746582,35.56999969482422,11727000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,34.34000015258789,35.150001525878906,32.209999084472656,33.22999954223633,11078100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.58000183105469,34.4900016784668,31.940000534057617,31.950000762939453,8425200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.040000915527344,31.540000915527344,29.82999992370605,30.450000762939453,8079600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,29.61000061035156,31.09000015258789,29.209999084472656,31.059999465942383,7001000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.75,31.8700008392334,30.170000076293945,31.13999938964844,7162600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,31.052000045776367,33.0359992980957,30.75,32.689998626708984,8282600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,33.779998779296875,38.0099983215332,33.709999084472656,36.040000915527344,15981200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,36.560001373291016,36.78900146484375,34.86000061035156,35.08000183105469,8080900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,36.29999923706055,37.900001525878906,33.47999954223633,33.66999816894531,12746700.0,,,,,,,,,,
