Date,Open,High,Low,Close,Volume,"('Adj Close', 'ONL')","('Close', 'ONL')","('High', 'ONL')","('Low', 'ONL')","('Open', 'ONL')","('Volume', 'ONL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.710000038146973,5.90500020980835,5.679999828338623,5.769999980926514,418700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.71999979019165,5.71999979019165,5.514999866485596,5.539999961853027,625600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.519999980926514,5.610000133514404,5.489999771118164,5.53000020980835,317700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.480000019073486,5.644999980926514,5.449999809265137,5.559999942779541,367800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.559999942779541,5.650000095367432,5.5,5.639999866485596,233200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.550000190734863,5.550000190734863,5.440999984741211,5.480000019073486,365500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.489999771118164,5.539999961853027,5.460000038146973,5.510000228881836,261700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.46999979019165,5.5,5.320000171661377,5.360000133514404,401100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.460000038146973,5.525000095367432,5.355000019073486,5.400000095367432,337500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.349999904632568,5.400000095367432,5.190000057220459,5.210000038146973,401200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.119999885559082,5.190000057220459,4.989999771118164,5.059999942779541,584300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.070000171661377,5.130000114440918,5.013999938964844,5.059999942779541,385600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.099999904632568,5.150000095367432,5.019999980926514,5.150000095367432,312700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.210000038146973,5.275000095367432,5.139999866485596,5.210000038146973,249900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.269999980926514,5.320000171661377,5.125,5.179999828338623,246600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.300000190734863,5.300000190734863,5.21999979019165,5.25,376100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.340000152587891,5.425000190734863,5.301000118255615,5.380000114440918,267700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.429999828338623,5.480000019073486,5.380000114440918,5.400000095367432,186300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.380000114440918,5.420000076293945,5.297999858856201,5.389999866485596,251400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.369999885559082,5.380000114440918,5.235000133514404,5.260000228881836,222300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.239999771118164,5.320000171661377,5.119999885559082,5.139999866485596,567900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.150000095367432,5.170000076293945,4.954999923706055,5.139999866485596,533200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.070000171661377,5.070000171661377,4.90500020980835,4.909999847412109,484400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.909999847412109,4.909999847412109,4.769999980926514,4.789999961853027,490500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.78000020980835,4.900000095367432,4.739999771118164,4.789999961853027,389000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.760000228881836,4.784999847412109,4.619999885559082,4.639999866485596,486900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.659999847412109,4.869999885559082,4.659999847412109,4.860000133514404,327400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.849999904632568,4.920000076293945,4.809999942779541,4.900000095367432,248100.0,,,,,,,,,,
