Date,Open,High,Low,Close,Volume,"('Adj Close', 'GHC')","('Close', 'GHC')","('High', 'GHC')","('Low', 'GHC')","('Open', 'GHC')","('Volume', 'GHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,691.3900146484375,702.0599975585938,691.3800048828125,702.0599975585938,14900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,701.6500244140625,701.6500244140625,690.1699829101562,690.1699829101562,17700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,692.1500244140625,692.1500244140625,685.0800170898438,687.969970703125,15800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,688.4199829101562,690.0,679.030029296875,679.3900146484375,20900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,686.3300170898438,688.4099731445312,684.7000122070312,688.4099731445312,15700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,681.6900024414062,684.25,663.5,665.5800170898438,25800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,666.52001953125,669.52001953125,663.469970703125,669.52001953125,14400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,664.8499755859375,679.719970703125,664.8499755859375,678.8699951171875,16800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,687.4299926757812,687.4299926757812,680.27001953125,680.27001953125,12200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,690.0,700.239990234375,690.0,700.0,20400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,690.8400268554688,701.0800170898438,690.8400268554688,700.1500244140625,12100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,699.9099731445312,703.6199951171875,699.9099731445312,702.0800170898438,11600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,706.760009765625,710.0,703.0,708.3699951171875,14600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,710.0,726.719970703125,710.0,725.760009765625,11600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,731.8699951171875,731.8699951171875,725.1599731445312,727.4600219726562,19400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,736.2000122070312,736.2000122070312,730.0,731.0499877929688,9900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,739.4000244140625,746.6199951171875,737.8699951171875,746.6199951171875,14600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,748.7999877929688,748.7999877929688,736.0,737.0399780273438,12300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,739.5,739.5,729.530029296875,737.77001953125,9300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,740.4500122070312,745.0,739.6799926757812,739.6799926757812,8000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,741.97998046875,741.97998046875,718.6900024414062,720.4000244140625,16500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,722.4000244140625,732.5,720.0,731.0900268554688,9700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,724.2000122070312,725.0,704.7899780273438,704.7899780273438,14100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,703.280029296875,714.7000122070312,698.0,707.1500244140625,14500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,708.9199829101562,716.6199951171875,702.6599731445312,704.1699829101562,13100.0,,,,,,,,,,
