Date,Open,High,Low,Close,Volume,"('Adj Close', 'RIOT')","('Close', 'RIOT')","('High', 'RIOT')","('Low', 'RIOT')","('Open', 'RIOT')","('Volume', 'RIOT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,17.06999969482422,17.110000610351562,15.3100004196167,15.40999984741211,35508200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.989999771118164,15.229999542236328,13.75,15.039999961853027,29189700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.3100004196167,16.079999923706055,14.949999809265137,15.859999656677246,26736700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,15.539999961853027,15.5649995803833,14.366999626159668,14.829999923706056,26103900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,15.079999923706056,16.200000762939453,14.229999542236328,16.010000228881836,40667000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.899999618530272,16.170000076293945,15.520000457763672,15.739999771118164,22881600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,15.199999809265137,16.309999465942383,14.770000457763672,15.550000190734863,40743800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,16.639999389648438,17.020000457763672,12.829999923706056,13.09000015258789,71584500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,12.755000114440918,12.755000114440918,11.720000267028809,11.729999542236328,44236000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.505000114440918,11.850000381469728,10.920000076293944,11.289999961853027,27395500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,11.0,11.130000114440918,10.649999618530272,10.869999885559082,22798500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.90999984741211,11.170000076293944,10.229999542236328,10.329999923706056,27512200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.329999923706056,10.390000343322754,9.635000228881836,10.289999961853027,31625200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,10.029999732971191,11.05500030517578,9.84000015258789,10.600000381469728,27717400.0,,,,,,,,,,
