Date,Open,High,Low,Close,Volume,"('Adj Close', 'BIRD')","('Close', 'BIRD')","('High', 'BIRD')","('Low', 'BIRD')","('Open', 'BIRD')","('Volume', 'BIRD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,24.0,28.0,24.0,26.0,45700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,25.799999237060547,26.5,23.700000762939453,25.600000381469727,61950.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.600000381469727,25.600000381469727,23.600000381469727,23.600000381469727,37225.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,23.600000381469727,24.100000381469727,22.0,22.0,46975.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.200000762939453,23.600000381469727,21.399999618530277,22.399999618530277,68870.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.799999237060547,22.0,20.399999618530277,20.600000381469727,68760.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.399999618530277,22.600000381469727,20.399999618530277,21.799999237060547,40530.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.200000762939453,22.200000762939453,20.399999618530277,20.399999618530277,41335.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.799999237060547,21.5,19.84000015258789,20.0,49370.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.200000762939453,20.399999618530277,19.0,19.799999237060547,56030.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.799999237060547,20.399999618530277,18.63999938964844,19.459999084472656,36820.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.0,20.0,19.0,19.6200008392334,30370.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.200000762939453,20.600000381469727,18.600000381469727,19.600000381469727,38500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.0,21.200000762939453,19.0,21.0,33165.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.399999618530277,22.399999618530277,21.200000762939453,21.799999237060547,38865.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.399999618530277,22.399999618530277,20.399999618530277,20.600000381469727,21390.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.200000762939453,21.200000762939453,20.0,20.399999618530277,26835.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,20.399999618530277,21.600000381469727,20.399999618530277,20.600000381469727,15995.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,20.600000381469727,21.399999618530277,19.799999237060547,21.200000762939453,22760.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,21.0,21.200000762939453,20.200000762939453,20.200000762939453,15285.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,20.0,20.600000381469727,19.020000457763672,19.200000762939453,28835.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,19.940000534057617,20.200000762939453,18.86000061035156,19.540000915527344,28560.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,19.15999984741211,21.200000762939453,18.799999237060547,20.200000762939453,43990.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.200000762939453,20.200000762939453,18.399999618530277,18.440000534057617,29695.0,,,,,,,,,,
