Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRMD')","('Close', 'CRMD')","('High', 'CRMD')","('Low', 'CRMD')","('Open', 'CRMD')","('Volume', 'CRMD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.759999990463257,3.890000104904175,3.7200000286102295,3.7699999809265137,357800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.75,3.75,3.569999933242798,3.569999933242798,361900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.5799999237060547,3.5799999237060547,3.470000028610229,3.470000028610229,400100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.450000047683716,3.450000047683716,3.309999942779541,3.390000104904175,497500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.400000095367432,3.640000104904175,3.319999933242798,3.609999895095825,620500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.5899999141693115,3.680000066757202,3.4800000190734863,3.609999895095825,436200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.609999895095825,3.660000085830689,3.5199999809265137,3.549999952316284,258400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.5,3.539999961853028,3.4200000762939453,3.470000028610229,288400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.509999990463257,3.5899999141693115,3.450000047683716,3.470000028610229,270300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.4800000190734863,3.4800000190734863,3.319999933242798,3.359999895095825,575200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.299999952316284,3.359999895095825,3.2699999809265137,3.3499999046325684,301500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.369999885559082,3.380000114440918,3.190000057220459,3.2799999713897705,329100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.309999942779541,3.309999942779541,3.190000057220459,3.259999990463257,341200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.2699999809265137,3.319999933242798,3.220000028610229,3.2799999713897705,278800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.289999961853028,3.319999933242798,3.240000009536743,3.2799999713897705,151700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.299999952316284,3.369999885559082,3.190000057220459,3.200000047683716,321100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.220000028610229,3.259999990463257,3.180000066757202,3.240000009536743,235300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.2300000190734863,3.299999952316284,3.220000028610229,3.2699999809265137,135100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.309999942779541,3.3499999046325684,3.240000009536743,3.3499999046325684,190300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.390000104904175,3.390000104904175,3.109999895095825,3.140000104904175,1130000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.150000095367432,3.150000095367432,2.950000047683716,2.950000047683716,909600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.0,3.0899999141693115,2.9200000762939453,3.039999961853028,484300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.059999942779541,3.1600000858306885,2.9100000858306885,3.0999999046325684,770700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.0899999141693115,3.0999999046325684,2.940000057220459,2.9800000190734863,473800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.990000009536743,3.0899999141693115,2.930000066757202,2.9600000381469727,645600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.970000028610229,2.990000009536743,2.9100000858306885,2.940000057220459,269900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.9600000381469727,3.0299999713897705,2.890000104904175,3.0199999809265137,320700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.059999942779541,3.200000047683716,3.0199999809265137,3.180000066757202,311900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.200000047683716,3.3499999046325684,3.200000047683716,3.289999961853028,480700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.200000047683716,3.2100000381469727,3.0799999237060547,3.0799999237060547,447500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.109999895095825,3.240000009536743,3.109999895095825,3.200000047683716,313700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.220000028610229,3.299999952316284,3.1700000762939453,3.2699999809265137,272000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.25,3.3499999046325684,3.220000028610229,3.309999942779541,241300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.259999990463257,3.3399999141693115,3.220000028610229,3.289999961853028,317200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.299999952316284,3.309999942779541,3.2300000190734863,3.25,157100.0,,,,,,,,,,
