Date,Open,High,Low,Close,Volume,"('Adj Close', 'YMAB')","('Close', 'YMAB')","('High', 'YMAB')","('Low', 'YMAB')","('Open', 'YMAB')","('Volume', 'YMAB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.739999771118164,7.119999885559082,6.679999828338623,6.869999885559082,142900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.840000152587891,6.920000076293945,6.480000019073486,6.570000171661377,141100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.619999885559082,6.920000076293945,6.510000228881836,6.849999904632568,139000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.75,7.369999885559082,6.53000020980835,7.179999828338623,348700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.179999828338623,7.800000190734863,7.099999904632568,7.769999980926514,198300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.690000057220459,7.75,7.150000095367432,7.190000057220459,228100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.119999885559082,7.400000095367432,7.019999980926514,7.179999828338623,225300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.179999828338623,7.619999885559082,6.920000076293945,7.53000020980835,199700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.579999923706055,10.260000228881836,7.579999923706055,9.649999618530272,2198700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.65999984741211,9.869999885559082,8.8100004196167,9.59000015258789,517500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.579999923706056,9.93000030517578,8.960000038146973,9.829999923706056,1063100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.850000381469728,10.100000381469728,9.279999732971191,9.68000030517578,322600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.710000038146973,9.8100004196167,9.100000381469728,9.380000114440918,209800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.380000114440918,9.859999656677246,9.199999809265137,9.770000457763672,250100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.850000381469728,10.170000076293944,9.520000457763672,9.75,167900.0,,,,,,,,,,
