Date,Open,High,Low,Close,Volume,"('Adj Close', 'LDOS')","('Close', 'LDOS')","('High', 'LDOS')","('Low', 'LDOS')","('Open', 'LDOS')","('Volume', 'LDOS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,107.94000244140624,108.54000091552734,107.2699966430664,108.0,709300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,107.54000091552734,107.81999969482422,106.37999725341795,107.66000366210938,1084500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,108.41999816894533,108.81999969482422,107.37000274658205,107.81999969482422,940300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,109.1999969482422,109.51000213623048,107.51000213623048,108.73999786376952,1566500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,109.01000213623048,110.22000122070312,108.18000030517578,110.16999816894533,764300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,110.2699966430664,110.62999725341795,109.44000244140624,110.22000122070312,546000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,110.13999938964844,110.62000274658205,109.43000030517578,109.70999908447266,587300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,109.6500015258789,109.73999786376952,108.3000030517578,108.81999969482422,551400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,108.8000030517578,110.31999969482422,108.8000030517578,110.19000244140624,451900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,109.88999938964844,110.0,108.13999938964844,108.73999786376952,542800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,108.0199966430664,109.27999877929688,108.0199966430664,108.51000213623048,592500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,108.62000274658205,109.8000030517578,107.7300033569336,109.7300033569336,701700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,110.0,110.19000244140624,109.06999969482422,109.87999725341795,505700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,110.16000366210938,111.5199966430664,110.16000366210938,111.2699966430664,459500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,111.37000274658205,111.54000091552734,110.27999877929688,110.56999969482422,379800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,111.0199966430664,111.37000274658205,110.0500030517578,110.16000366210938,348000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,110.91999816894533,110.91999816894533,108.9499969482422,110.7300033569336,531000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,111.62999725341795,113.5,110.95999908447266,111.5500030517578,666900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,111.33000183105467,111.9000015258789,110.58000183105467,111.51000213623048,544000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,111.56999969482422,111.80999755859376,111.1999969482422,111.61000061035156,758700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,111.94000244140624,111.94000244140624,110.16000366210938,110.47000122070312,571000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,110.66999816894533,110.88999938964844,109.66000366210938,110.8499984741211,637400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,110.62000274658205,111.4499969482422,110.04000091552734,110.93000030517578,428400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,110.1500015258789,111.16000366210938,108.97000122070312,110.7300033569336,746800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,110.6500015258789,112.91000366210938,110.61000061035156,112.16000366210938,609000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,112.33000183105467,113.41000366210938,111.9499969482422,113.08000183105467,640600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,112.9000015258789,113.72000122070312,112.52999877929688,113.2699966430664,779200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,113.62999725341795,114.2300033569336,112.98999786376952,113.52999877929688,816700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,113.8000030517578,115.4000015258789,113.66999816894533,114.55999755859376,1202000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,119.6500015258789,122.5,118.4000015258789,121.27999877929688,2467200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,121.93000030517578,122.48999786376952,119.30999755859376,121.5,1553500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,122.37000274658205,123.16999816894533,120.9800033569336,122.19000244140624,1771600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,122.1999969482422,124.93000030517578,121.04000091552734,123.83000183105467,1377000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,123.83999633789062,124.95999908447266,123.23999786376952,123.5,1319600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,123.48999786376952,124.88999938964844,122.76000213623048,123.9499969482422,1086300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,124.0,125.3499984741211,123.58000183105467,124.75,1032200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,125.1999969482422,126.66000366210938,125.1999969482422,126.05999755859376,1111900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,126.25,126.87999725341795,125.44000244140624,125.69000244140624,1049000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,125.5,126.70999908447266,125.33999633789062,126.58000183105467,1066000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,126.75,127.0999984741211,126.1500015258789,126.55999755859376,780700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,126.6500015258789,128.07000732421875,126.45999908447266,127.86000061035156,1050000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,129.0,129.05999755859375,126.79000091552734,127.44000244140624,834700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,127.81999969482422,129.74000549316406,127.44000244140624,129.52000427246094,661700.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,129.8000030517578,130.10000610351562,128.3800048828125,129.3000030517578,688400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,129.30999755859375,129.8699951171875,128.52999877929688,129.8300018310547,554200.0,,,,,,,,,,
