Date,Open,High,Low,Close,Volume,"('Adj Close', 'BAND')","('Close', 'BAND')","('High', 'BAND')","('Low', 'BAND')","('Open', 'BAND')","('Volume', 'BAND')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.25,14.390000343322754,13.90999984741211,14.229999542236328,312500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.979999542236328,13.989999771118164,13.279999732971191,13.640000343322754,293400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.6899995803833,13.824999809265137,13.390000343322754,13.760000228881836,287700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.56999969482422,14.470000267028809,13.56999969482422,14.399999618530272,416900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,14.59000015258789,14.890000343322754,14.350000381469728,14.539999961853027,239100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.300000190734863,14.300000190734863,14.020000457763672,14.130000114440918,155700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.970000267028809,14.09000015258789,13.770000457763672,14.0,183100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.880000114440918,13.880000114440918,13.30500030517578,13.43000030517578,263300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.65999984741211,13.9399995803833,13.399999618530272,13.65999984741211,235800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.5,13.699999809265137,13.390000343322754,13.489999771118164,139100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.170000076293944,13.18000030517578,12.654999732971191,12.890000343322754,237300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.020000457763672,13.039999961853027,12.600000381469728,12.880000114440918,184900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.140000343322754,13.619999885559082,12.8100004196167,13.600000381469728,245600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.8100004196167,14.420000076293944,13.770000457763672,14.34000015258789,239400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,14.539999961853027,14.880000114440918,14.399999618530272,14.850000381469728,389700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.960000038146973,15.489999771118164,14.40999984741211,14.460000038146973,251900.0,,,,,,,,,,
