Date,Open,High,Low,Close,Volume,"('Adj Close', 'LFUS')","('Close', 'LFUS')","('High', 'LFUS')","('Low', 'LFUS')","('Open', 'LFUS')","('Volume', 'LFUS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,265.4599914550781,265.4599914550781,259.3599853515625,261.79998779296875,87800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,258.2200012207031,260.8699951171875,253.3600006103516,255.22999572753903,84900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,253.1699981689453,255.1300048828125,247.75,250.3600006103516,184600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,249.8600006103516,254.94000244140625,241.07000732421875,252.25999450683597,86200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,252.3500061035156,253.9199981689453,249.63999938964844,252.9199981689453,141900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,249.47999572753903,250.2700042724609,244.69000244140625,244.80999755859372,192800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,245.7400054931641,247.22000122070312,244.72999572753903,246.8800048828125,217300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,246.2400054931641,248.41000366210935,240.80999755859372,243.7700042724609,169200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,246.32000732421875,247.0,239.52999877929688,239.97999572753903,107600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,238.32000732421875,241.33999633789065,235.3000030517578,241.0,142100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,237.8000030517578,240.77999877929688,235.7700042724609,236.67999267578125,77800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,238.77999877929688,240.1999969482422,237.3000030517578,238.69000244140625,193200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,240.7400054931641,241.97000122070312,237.0500030517578,241.41000366210935,259300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,243.0,247.6699981689453,240.7100067138672,242.2400054931641,112200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,243.2100067138672,244.1100006103516,239.88999938964844,240.2700042724609,100900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,243.05999755859372,243.05999755859372,236.3600006103516,237.27999877929688,132500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,238.92999267578125,239.5500030517578,235.8699951171875,236.3300018310547,104900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,237.8500061035156,237.88999938964844,234.25,234.6000061035156,95100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,233.72999572753903,240.25999450683597,231.8300018310547,239.1699981689453,203700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,239.0500030517578,243.41000366210935,238.02999877929688,241.77999877929688,285700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,231.9900054931641,253.1300048828125,231.9900054931641,241.8999938964844,412000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,242.97999572753903,244.7899932861328,235.77999877929688,243.1300048828125,222300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,240.4600067138672,246.32000732421875,238.41000366210935,245.38999938964844,177400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,242.91000366210935,243.55999755859372,236.7899932861328,237.2400054931641,107300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,238.67999267578125,240.5399932861328,237.0800018310547,238.0,165300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,238.25,239.9199981689453,235.5500030517578,239.77999877929688,110700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,239.77999877929688,243.1999969482422,239.77999877929688,241.91000366210935,56900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,242.4600067138672,245.5500030517578,240.6300048828125,245.2899932861328,81800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,246.27999877929688,249.47999572753903,243.58999633789065,248.25,69000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,242.5399932861328,244.5399932861328,236.25999450683597,237.6199951171875,115900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,239.9900054931641,242.4600067138672,238.2899932861328,241.5200042724609,87700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,243.8000030517578,247.58999633789065,243.1300048828125,245.6499938964844,80400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,245.0399932861328,248.2100067138672,243.7899932861328,247.1300048828125,85600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,244.41000366210935,247.9199981689453,243.41000366210935,244.92999267578125,108400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,244.0,244.0,239.82000732421875,240.9600067138672,120900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,242.97999572753903,246.1199951171875,242.6000061035156,243.8699951171875,125800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,243.4900054931641,243.4900054931641,240.8500061035156,241.4900054931641,74300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,240.3699951171875,241.50999450683597,238.8600006103516,239.19000244140625,87500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,240.0200042724609,241.8699951171875,238.33999633789065,239.13999938964844,85600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,237.00999450683597,240.02999877929688,236.08999633789065,236.6699981689453,187500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,239.7899932861328,242.4499969482422,237.1699981689453,238.2400054931641,299400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,239.05999755859372,239.8600006103516,235.8999938964844,239.0,147700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,240.07000732421875,241.55999755859372,237.4499969482422,239.41000366210935,181800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,238.0,238.5,234.47999572753903,234.67999267578125,82900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,236.8500061035156,238.77999877929688,236.1499938964844,237.3699951171875,80300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,239.0500030517578,244.13999938964844,238.19000244140625,241.1000061035156,470100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,242.91000366210935,245.07000732421875,237.75,238.3699951171875,91000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,237.05999755859372,237.5200042724609,234.02999877929688,236.1300048828125,109100.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,235.6499938964844,238.22000122070312,232.7899932861328,237.8800048828125,101800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,237.0,237.3600006103516,233.38999938964844,233.8500061035156,92600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,232.97000122070312,233.6999969482422,228.5,230.6100006103516,124900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,230.00999450683597,233.47000122070312,230.00999450683597,231.6999969482422,489000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,233.05999755859372,233.8000030517578,229.2100067138672,229.38999938964844,126000.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,227.5200042724609,230.97000122070312,227.5200042724609,230.22999572753903,147900.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,230.75999450683597,233.2899932861328,228.55999755859372,232.63999938964844,96700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,233.58999633789065,236.2400054931641,230.92999267578125,231.3800048828125,271700.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,232.0,232.0800018310547,230.0200042724609,231.13999938964844,124800.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,231.52999877929688,233.5200042724609,230.6300048828125,232.55999755859372,89200.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,233.82000732421875,233.82000732421875,230.55999755859372,231.92999267578125,61600.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,232.75,239.97999572753903,232.00999450683597,239.97999572753903,145600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,239.63999938964844,242.7400054931641,237.9199981689453,242.3500061035156,161100.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,242.3500061035156,243.66000366210935,236.13999938964844,237.75999450683597,82600.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,236.6999969482422,236.6999969482422,234.44000244140625,235.08999633789065,200500.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,233.08999633789065,240.0,233.0,239.3600006103516,197500.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,241.57000732421875,243.0,235.9600067138672,236.50999450683597,177800.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,236.4499969482422,237.8300018310547,235.22999572753903,236.5200042724609,148800.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,237.4600067138672,238.0399932861328,234.9600067138672,235.47000122070312,108400.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,235.2700042724609,242.4900054931641,234.6499938964844,241.07000732421875,170400.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,235.0,239.0,233.16000366210935,233.19000244140625,139700.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,233.0,239.1699981689453,231.6699981689453,238.9600067138672,221900.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,236.6499938964844,238.5399932861328,229.9600067138672,231.19000244140625,82800.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,232.0800018310547,233.27999877929688,230.0,231.1499938964844,116400.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,229.5500030517578,231.3600006103516,227.27999877929688,229.92999267578125,79000.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,230.27999877929688,233.57000732421875,225.9499969482422,225.9499969482422,148000.0,,,,,,,,,,
