Date,Open,High,Low,Close,Volume,"('Adj Close', 'OPRX')","('Close', 'OPRX')","('High', 'OPRX')","('Low', 'OPRX')","('Open', 'OPRX')","('Volume', 'OPRX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.09000015258789,14.270000457763672,13.890000343322754,14.039999961853027,90300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.829999923706056,13.970000267028809,13.3100004196167,13.350000381469728,173400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.239999771118164,13.380000114440918,12.9399995803833,13.300000190734863,158600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.210000038146973,13.649999618530272,13.149999618530272,13.25,87900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.229999542236328,13.470000267028809,13.029999732971191,13.359999656677246,81000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.670000076293944,15.829999923706056,14.710000038146973,15.210000038146973,325000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,15.109999656677246,15.109999656677246,14.369999885559082,14.850000381469728,195100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.81999969482422,15.289999961853027,14.619999885559082,14.9399995803833,129800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,15.06999969482422,15.06999969482422,14.609999656677246,14.779999732971191,103600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.600000381469728,14.920000076293944,14.359999656677246,14.880000114440918,95900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.59000015258789,15.229999542236328,14.59000015258789,15.1899995803833,115700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,15.260000228881836,15.56999969482422,14.960000038146973,15.279999732971191,182900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.350000381469728,15.390000343322754,14.90999984741211,14.960000038146973,74300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.09000015258789,15.760000228881836,14.880000114440918,15.579999923706056,113800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.850000381469728,16.170000076293945,15.539999961853027,15.5600004196167,81600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,15.770000457763672,15.859999656677246,14.84000015258789,14.890000343322754,91200.0,,,,,,,,,,
