Date,Open,High,Low,Close,Volume,"('Adj Close', 'WABC')","('Close', 'WABC')","('High', 'WABC')","('Low', 'WABC')","('Open', 'WABC')","('Volume', 'WABC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.0099983215332,57.09000015258789,56.0099983215332,56.310001373291016,82000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,56.09000015258789,56.25,54.459999084472656,54.560001373291016,117900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.7599983215332,55.630001068115234,54.7599983215332,55.5,89200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,55.02000045776367,55.93999862670898,54.70000076293945,54.93999862670898,127200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,54.720001220703125,56.31999969482422,54.68999862670898,55.58000183105469,74500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,54.88999938964844,55.150001525878906,54.630001068115234,55.0099983215332,123500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,54.7599983215332,55.34999847412109,54.58000183105469,55.33000183105469,95900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,55.04999923706055,55.34999847412109,53.27999877929688,54.4900016784668,207900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,55.02000045776367,55.2400016784668,53.75,54.38999938964844,126300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,53.79999923706055,54.02999877929688,52.90999984741211,53.2599983215332,150900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,52.810001373291016,53.619998931884766,52.5099983215332,52.880001068115234,203300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,53.0,53.0,52.04999923706055,52.11000061035156,139200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,52.11000061035156,52.11000061035156,48.25,49.790000915527344,367900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,50.59999847412109,51.77000045776367,49.65999984741211,51.630001068115234,417000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,52.18999862670898,52.18999862670898,49.060001373291016,49.4900016784668,316100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,49.4900016784668,50.65999984741211,48.95000076293945,49.70000076293945,319600.0,,,,,,,,,,
