Date,Open,High,Low,Close,Volume,"('Adj Close', 'BDL')","('Close', 'BDL')","('High', 'BDL')","('Low', 'BDL')","('Open', 'BDL')","('Volume', 'BDL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.600000381469727,26.0,25.549999237060547,25.600000381469727,5600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.0,26.030000686645508,25.600000381469727,26.030000686645508,3700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.989999771118164,26.09000015258789,25.989999771118164,26.049999237060547,1200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.200000762939453,26.450000762939453,26.149999618530277,26.149999618530277,2300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.440000534057617,26.440000534057617,26.200000762939453,26.200000762939453,700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.15999984741211,26.709999084472656,26.15999984741211,26.709999084472656,800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.709999084472656,26.709999084472656,26.709999084472656,26.709999084472656,0.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.709999084472656,26.709999084472656,26.709999084472656,26.709999084472656,0.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.0,29.0,27.799999237060547,28.0,4900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,27.1299991607666,27.200000762939453,27.1299991607666,27.200000762939453,900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.01000022888184,27.01000022888184,26.51000022888184,27.0,1600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.600000381469727,26.600000381469727,26.600000381469727,26.600000381469727,400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,27.040000915527344,27.3799991607666,26.709999084472656,27.299999237060547,3000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.600000381469727,27.13999938964844,26.600000381469727,27.13999938964844,600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.5,27.030000686645508,26.399999618530277,26.399999618530277,2600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.399999618530277,26.399999618530277,26.399999618530277,26.399999618530277,0.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.6299991607666,26.81999969482422,26.6299991607666,26.81999969482422,1400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,26.899999618530277,26.899999618530277,26.5,26.709999084472656,1400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,29.3799991607666,29.3799991607666,26.549999237060547,26.549999237060547,700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,26.5,26.5,25.81999969482422,25.940000534057617,800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,26.5,26.5,26.36000061035156,26.36000061035156,500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,26.71999931335449,27.13999938964844,26.01000022888184,26.40999984741211,4100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,26.43000030517578,26.63999938964844,25.799999237060547,26.489999771118164,6300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,26.100000381469727,26.100000381469727,25.84000015258789,25.8700008392334,1400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,25.82999992370605,25.82999992370605,25.31999969482422,25.31999969482422,500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,25.600000381469727,25.600000381469727,25.31999969482422,25.31999969482422,800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,25.51000022888184,25.51000022888184,25.51000022888184,25.51000022888184,200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,25.799999237060547,25.799999237060547,25.399999618530277,25.399999618530277,600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,26.25,26.3700008392334,25.940000534057617,26.3700008392334,2600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,26.3700008392334,26.3700008392334,26.3700008392334,26.3700008392334,0.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,25.540000915527344,26.690000534057617,25.32999992370605,25.770000457763672,6000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,25.989999771118164,25.989999771118164,24.700000762939453,24.899999618530277,3100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,24.899999618530277,24.899999618530277,24.899999618530277,24.899999618530277,400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,25.229999542236328,25.229999542236328,25.0,25.0,400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,25.0,25.0,25.0,25.0,300.0,,,,,,,,,,
