Date,Open,High,Low,Close,Volume,"('Adj Close', 'UFCS')","('Close', 'UFCS')","('High', 'UFCS')","('Low', 'UFCS')","('Open', 'UFCS')","('Volume', 'UFCS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,20.200000762939453,20.920000076293945,20.200000762939453,20.420000076293945,93600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.479999542236328,20.790000915527344,20.270000457763672,20.34000015258789,69700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.549999237060547,20.690000534057617,20.3700008392334,20.3700008392334,129900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.31999969482422,21.530000686645508,20.31999969482422,21.32999992370605,152400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.350000381469727,21.440000534057617,20.920000076293945,21.18000030517578,102900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.979999542236328,21.21999931335449,20.549999237060547,20.59000015258789,61300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.59000015258789,20.76000022888184,20.440000534057617,20.76000022888184,41800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.6299991607666,20.799999237060547,20.3700008392334,20.76000022888184,76500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.90999984741211,21.200000762939453,20.71999931335449,21.049999237060547,58800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.8700008392334,21.32999992370605,20.56999969482422,20.56999969482422,114000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.5,20.790000915527344,20.420000076293945,20.6299991607666,73400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.559999465942383,21.280000686645508,20.420000076293945,21.26000022888184,141100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.46999931335449,21.950000762939453,21.46999931335449,21.71999931335449,116200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,21.8799991607666,22.690000534057617,21.75,22.63999938964844,131300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.809999465942383,23.020000457763672,22.5,22.5,91400.0,,,,,,,,,,
