Date,Open,High,Low,Close,Volume,"('Adj Close', 'IMMR')","('Close', 'IMMR')","('High', 'IMMR')","('Low', 'IMMR')","('Open', 'IMMR')","('Volume', 'IMMR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.03000020980835,7.099999904632568,6.960000038146973,7.090000152587891,253600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.070000171661377,7.110000133514404,6.909999847412109,6.920000076293945,415900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.960000038146973,6.989999771118164,6.829999923706055,6.900000095367432,227600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.860000133514404,6.929999828338623,6.860000133514404,6.889999866485596,330800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.889999866485596,6.980000019073486,6.880000114440918,6.949999809265137,193800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.869999885559082,6.900000095367432,6.820000171661377,6.820000171661377,182700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.820000171661377,6.949999809265137,6.820000171661377,6.849999904632568,202800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.769999980926514,6.849999904632568,6.650000095367432,6.730000019073486,218400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.75,6.820000171661377,6.75,6.800000190734863,161700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.78000020980835,6.820000171661377,6.730000019073486,6.78000020980835,199200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.690000057220459,6.730000019073486,6.630000114440918,6.710000038146973,213700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.730000019073486,6.769999980926514,6.619999885559082,6.679999828338623,205400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.71999979019165,6.800000190734863,6.619999885559082,6.789999961853027,257600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.849999904632568,7.059999942779541,6.809999942779541,7.03000020980835,413700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.980000019073486,7.139999866485596,6.980000019073486,7.059999942779541,243800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.099999904632568,7.139999866485596,6.940000057220459,6.949999809265137,231300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.019999980926514,7.050000190734863,6.949999809265137,7.03000020980835,220700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.039999961853027,7.079999923706055,6.960000038146973,7.010000228881836,188900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.269999980926514,7.400000095367432,7.090000152587891,7.210000038146973,398600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.21999979019165,7.25,7.010000228881836,7.099999904632568,277800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.050000190734863,7.090000152587891,6.789999961853027,6.829999923706055,320600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.0,7.079999923706055,6.960000038146973,7.0,277800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.949999809265137,6.960000038146973,6.860000133514404,6.929999828338623,194300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.920000076293945,6.949999809265137,6.809999942779541,6.880000114440918,212500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.860000133514404,6.880000114440918,6.789999961853027,6.849999904632568,139000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.869999885559082,6.889999866485596,6.760000228881836,6.769999980926514,168700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.760000228881836,6.940000057220459,6.760000228881836,6.940000057220459,196500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.940000057220459,7.050000190734863,6.909999847412109,7.050000190734863,210500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.420000076293945,8.510000228881836,7.409999847412109,8.210000038146973,3105600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.210000038146973,8.359999656677246,7.869999885559082,7.96999979019165,1058100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.309999942779541,7.309999942779541,6.690000057220459,6.960000038146973,2705700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,6.989999771118164,7.090000152587891,6.690000057220459,6.739999771118164,1092500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,6.78000020980835,7.090000152587891,6.690000057220459,6.96999979019165,773100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.0,7.070000171661377,6.860000133514404,6.880000114440918,635200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,6.860000133514404,6.900000095367432,6.75,6.880000114440918,470900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,6.96999979019165,6.96999979019165,6.760000228881836,6.769999980926514,474600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,6.849999904632568,6.849999904632568,6.730000019073486,6.829999923706055,497600.0,,,,,,,,,,
