Date,Open,High,Low,Close,Volume,"('Adj Close', 'HWM')","('Close', 'HWM')","('High', 'HWM')","('Low', 'HWM')","('Open', 'HWM')","('Volume', 'HWM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,53.84000015258789,54.130001068115234,53.20000076293945,53.72999954223633,2344100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,53.59000015258789,53.79999923706055,52.72999954223633,52.7599983215332,3080000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,53.040000915527344,53.41999816894531,52.560001373291016,52.59999847412109,1695700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,52.93000030517578,54.25,52.61000061035156,53.83000183105469,4007100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,53.52999877929688,54.130001068115234,52.72999954223633,54.09000015258789,2524900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,53.68999862670898,53.93999862670898,53.40999984741211,53.709999084472656,2656600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,55.0,55.68000030517578,54.75,55.56999969482422,4226300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,55.68000030517578,55.75,54.84000015258789,55.5099983215332,2361100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,55.66999816894531,55.900001525878906,55.25,55.540000915527344,2259200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,55.2400016784668,55.36000061035156,53.290000915527344,53.65999984741211,4604300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,53.29999923706055,54.15999984741211,53.18000030517578,53.56999969482422,2264600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,53.95000076293945,55.27999877929688,53.79999923706055,55.18999862670898,3098200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,55.25,55.93000030517578,54.93999862670898,55.7400016784668,2045900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,55.810001373291016,56.540000915527344,55.75,56.06999969482422,2003700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,56.09999847412109,56.7599983215332,55.970001220703125,56.43000030517578,3870700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,56.68000030517578,57.040000915527344,56.29999923706055,56.34000015258789,2420700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,56.34000015258789,56.56999969482422,55.060001373291016,55.27000045776367,8717000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,55.47999954223633,55.61000061035156,55.0,55.43000030517578,4240100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,55.40999984741211,55.790000915527344,55.33000183105469,55.77999877929688,3034600.0,,,,,,,,,,
