Date,Open,High,Low,Close,Volume,"('Adj Close', 'BIGC')","('Close', 'BIGC')","('High', 'BIGC')","('Low', 'BIGC')","('Open', 'BIGC')","('Volume', 'BIGC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.609999656677246,9.609999656677246,8.954999923706055,9.0,1086500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.800000190734863,8.8100004196167,8.515000343322754,8.550000190734863,819000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.449999809265137,8.619999885559082,8.380000114440918,8.449999809265137,612400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.319999694824219,8.539999961853027,8.300000190734863,8.359999656677246,497800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.329999923706055,8.807999610900879,8.329999923706055,8.760000228881836,558100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.59000015258789,8.800000190734863,8.579999923706055,8.710000038146973,391900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.710000038146973,8.770000457763672,8.579999923706055,8.649999618530273,377600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.640000343322754,8.680000305175781,8.404999732971191,8.640000343322754,347100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.65999984741211,8.800000190734863,8.399999618530273,8.399999618530273,371700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.300000190734863,8.3149995803833,8.140000343322754,8.239999771118164,459300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.0600004196167,8.225000381469727,7.900000095367432,8.220000267028809,526600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.270000457763672,8.279999732971191,7.989999771118164,8.100000381469727,542000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.149999618530273,8.270000457763672,7.960000038146973,8.260000228881836,481000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.34000015258789,8.770000457763672,8.319999694824219,8.4399995803833,477700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.579999923706055,8.654999732971191,8.430999755859375,8.520000457763672,327000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.6899995803833,8.6899995803833,8.25,8.270000457763672,386900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.420000076293945,8.420000076293945,8.25,8.350000381469727,269200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.359999656677246,8.470000267028809,8.21500015258789,8.25,346100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.34000015258789,8.71500015258789,8.25,8.6899995803833,373300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.800000190734863,8.859000205993652,8.579999923706055,8.649999618530273,505300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.5600004196167,8.5600004196167,8.149999618530273,8.180000305175781,533400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.279999732971191,8.34000015258789,8.085000038146973,8.180000305175781,381400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.130000114440918,8.425000190734863,8.050000190734863,8.350000381469727,585300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,7.900000095367432,8.069999694824219,7.570000171661377,7.980000019073486,1171400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.010000228881836,8.449999809265137,8.0,8.25,538900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.300000190734863,8.300000190734863,8.069999694824219,8.199999809265137,391500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,8.229999542236328,8.494999885559082,8.170000076293945,8.460000038146973,469000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,8.550000190734863,8.736000061035156,8.520000457763672,8.649999618530273,487900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,8.609999656677246,8.984999656677246,8.609999656677246,8.789999961853027,612800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.25,8.449999809265137,8.069999694824219,8.140000343322754,655400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,8.3100004196167,8.630000114440918,8.25,8.59000015258789,703700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,8.699999809265137,8.9399995803833,8.654999732971191,8.920000076293945,644500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,8.789999961853027,8.854999542236328,8.640000343322754,8.649999618530273,1297900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,8.4399995803833,8.569999694824219,8.260000228881836,8.359999656677246,653200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,8.199999809265137,8.470000267028809,8.149999618530273,8.25,818100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,8.859999656677246,8.930000305175781,7.900000095367432,8.25,2007400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,8.170000076293945,8.289999961853027,7.690000057220459,7.849999904632568,1115900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.800000190734863,7.96999979019165,7.739999771118164,7.900000095367432,883800.0,,,,,,,,,,
