Date,Open,High,Low,Close,Volume,"('Adj Close', 'SYY')","('Close', 'SYY')","('High', 'SYY')","('Low', 'SYY')","('Open', 'SYY')","('Volume', 'SYY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,72.95999908447266,74.7699966430664,72.9000015258789,74.41999816894531,3218700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,75.0,75.7699966430664,74.44000244140625,74.9800033569336,3766900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,74.76000213623047,75.44999694824219,74.44000244140625,75.12000274658203,3639100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,75.19000244140625,76.0,74.75,75.6500015258789,2740100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,75.55999755859375,75.97000122070312,74.83000183105469,75.61000061035156,3047300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,75.08999633789062,75.66999816894531,75.0,75.58000183105469,2074600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,75.41000366210938,75.9800033569336,75.0199966430664,75.02999877929688,3392300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,75.0,75.51000213623047,74.80999755859375,75.44999694824219,2456800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,75.72000122070312,75.9800033569336,75.25,75.75,2862300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,75.52999877929688,75.66000366210938,74.75,74.9000015258789,2428700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,74.61000061035156,75.51000213623047,74.55000305175781,74.66999816894531,2368300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,74.69000244140625,75.4000015258789,74.33000183105469,75.19999694824219,2926400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,75.43000030517578,75.5199966430664,74.63999938964844,75.20999908447266,2908300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,75.38999938964844,76.05999755859375,75.08000183105469,75.61000061035156,2772500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,75.83999633789062,76.31999969482422,75.5,75.5199966430664,3287400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,76.0,76.08000183105469,74.58999633789062,74.98999786376953,4243300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,75.94000244140625,75.94000244140625,74.88999938964844,75.2699966430664,3187200.0,,,,,,,,,,
