Date,Open,High,Low,Close,Volume,"('Adj Close', 'AP')","('Close', 'AP')","('High', 'AP')","('Low', 'AP')","('Open', 'AP')","('Volume', 'AP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.700000047683716,2.890000104904175,2.700000047683716,2.789999961853028,40900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.869999885559082,2.869999885559082,2.720000028610229,2.759999990463257,22400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.799999952316284,2.799999952316284,2.6700000762939453,2.680000066757202,40100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.6700000762939453,2.720000028610229,2.5899999141693115,2.609999895095825,64000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.609999895095825,2.789999961853028,2.609999895095825,2.7100000381469727,36400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.740000009536743,2.799999952316284,2.609999895095825,2.609999895095825,13500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.5999999046325684,2.680000066757202,2.5999999046325684,2.6600000858306885,36500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.700000047683716,2.7100000381469727,2.609999895095825,2.630000114440918,28800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.700000047683716,2.720000028610229,2.5,2.559999942779541,110800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.509999990463257,2.609999895095825,2.470000028610229,2.4800000190734863,95200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.470000028610229,2.5299999713897705,2.4100000858306885,2.430000066757202,95800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.470000028610229,2.509999990463257,2.4100000858306885,2.440000057220459,39200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.4200000762939453,2.5,2.4200000762939453,2.4600000381469727,25500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.549999952316284,2.609999895095825,2.4600000381469727,2.5199999809265137,58900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.5,2.5799999237060547,2.450000047683716,2.450000047683716,18800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.5,2.619999885559082,2.4200000762939453,2.4600000381469727,39900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.440000057220459,2.609999895095825,2.4100000858306885,2.609999895095825,39900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.569999933242798,2.5899999141693115,2.509999990463257,2.509999990463257,23800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.5299999713897705,2.619999885559082,2.5299999713897705,2.5799999237060547,90100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.5299999713897705,2.680000066757202,2.5299999713897705,2.549999952316284,60200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.5899999141693115,2.609999895095825,2.5299999713897705,2.5299999713897705,17200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.5299999713897705,2.640000104904175,2.5299999713897705,2.539999961853028,16800.0,,,,,,,,,,
