Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTRX')","('Close', 'MTRX')","('High', 'MTRX')","('Low', 'MTRX')","('Open', 'MTRX')","('Volume', 'MTRX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.640000343322754,9.859999656677246,9.520000457763672,9.600000381469728,153300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.510000228881836,10.0600004196167,9.380000114440918,9.920000076293944,187100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.920000076293944,10.210000038146973,9.68000030517578,10.09000015258789,249200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,10.140000343322754,10.220000267028809,9.880000114440918,9.880000114440918,174100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.869999885559082,9.869999885559082,9.289999961853027,9.789999961853027,177100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.56999969482422,9.75,9.529999732971191,9.75,103800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.739999771118164,9.739999771118164,9.489999771118164,9.5600004196167,118500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.59000015258789,9.59000015258789,9.449999809265137,9.539999961853027,73800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.539999961853027,9.760000228881836,9.539999961853027,9.65999984741211,83200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.600000381469728,9.640000343322754,9.350000381469728,9.390000343322754,130400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.289999961853027,9.579999923706056,9.279999732971191,9.40999984741211,184500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.579999923706056,9.579999923706056,9.1899995803833,9.31999969482422,96600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.359999656677246,9.4399995803833,9.0,9.369999885559082,141800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.399999618530272,9.800000190734863,9.399999618530272,9.649999618530272,137100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.699999809265137,9.789999961853027,9.489999771118164,9.489999771118164,89000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.520000457763672,9.720000267028809,9.449999809265137,9.649999618530272,155600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.789999961853027,9.84000015258789,9.56999969482422,9.710000038146973,175500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.710000038146973,9.779999732971191,9.489999771118164,9.59000015258789,138400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.529999732971191,9.6899995803833,9.479999542236328,9.56999969482422,124500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,9.380000114440918,9.65999984741211,9.380000114440918,9.609999656677246,226200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.670000076293944,9.670000076293944,9.279999732971191,9.279999732971191,143700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.420000076293944,9.420000076293944,9.0,9.100000381469728,136500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,9.0,9.18000030517578,8.920000076293945,9.029999732971191,95000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.920000076293945,9.050000190734863,8.8100004196167,8.949999809265137,248600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.970000267028809,9.40999984741211,8.970000267028809,9.40999984741211,142000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,9.380000114440918,9.760000228881836,9.18000030517578,9.210000038146973,356000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,9.75,11.68000030517578,9.75,11.34000015258789,866600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.460000038146973,13.039999961853027,11.460000038146973,12.34000015258789,778100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,12.489999771118164,12.81999969482422,12.1899995803833,12.3100004196167,422000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,12.0,12.460000038146973,11.739999771118164,12.06999969482422,308300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,12.18000030517578,12.329999923706056,11.90999984741211,11.920000076293944,187800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,12.0,12.720000267028809,11.90999984741211,12.649999618530272,247000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,12.630000114440918,12.68000030517578,12.300000190734863,12.510000228881836,213700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,12.350000381469728,12.449999809265137,11.90999984741211,12.020000457763672,163800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,11.949999809265137,12.109999656677246,11.520000457763672,11.630000114440918,184100.0,,,,,,,,,,
