Date,Open,High,Low,Close,Volume,"('Adj Close', 'GS')","('Close', 'GS')","('High', 'GS')","('Low', 'GS')","('Open', 'GS')","('Volume', 'GS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,383.0,389.1400146484375,382.1900024414063,388.2999877929688,2263100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,383.8800048828125,385.3999938964844,376.760009765625,381.7900085449219,2265300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,383.5499877929688,387.0899963378906,381.9500122070313,382.9500122070313,1618300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,381.9200134277344,389.4700012207031,381.0799865722656,386.4400024414063,2913900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,385.9700012207031,389.0799865722656,382.0299987792969,388.8599853515625,1902600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,384.6000061035156,385.9500122070313,381.7699890136719,383.739990234375,1708800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,381.3500061035156,383.0499877929688,378.5299987792969,381.9599914550781,1547300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,380.8900146484375,380.9800109863281,374.6799926757813,379.75,2209900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,383.3399963378906,385.8500061035156,376.5799865722656,377.75,2223100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,378.3599853515625,385.010009765625,374.3200073242188,380.4500122070313,3926600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,375.2000122070313,380.2000122070313,374.1300048828125,377.1799926757813,2415100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,380.3299865722656,381.6400146484375,374.55999755859375,376.9100036621094,1771200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,376.7300109863281,383.2999877929688,372.0700073242188,382.2000122070313,2598700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,386.3599853515625,392.7300109863281,384.55999755859375,385.9599914550781,2922700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,379.9800109863281,383.3599853515625,378.6300048828125,380.7699890136719,3313300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,381.80999755859375,384.6099853515625,379.1799926757813,379.3999938964844,2235800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,382.6900024414063,386.7099914550781,382.010009765625,382.7000122070313,2376300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,378.6499938964844,380.8999938964844,376.75,377.7900085449219,3464700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,375.8900146484375,380.8399963378906,374.239990234375,380.55999755859375,1632300.0,,,,,,,,,,
