Date,Open,High,Low,Close,Volume,"('Adj Close', 'HPK')","('Close', 'HPK')","('High', 'HPK')","('Low', 'HPK')","('Open', 'HPK')","('Volume', 'HPK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.550000190734863,15.380000114440918,14.40999984741211,14.890000343322754,499600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.93000030517578,15.420000076293944,14.630000114440918,15.210000038146973,373000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.5,15.59000015258789,14.010000228881836,14.109999656677246,614800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.199999809265137,14.489999771118164,13.920000076293944,14.1899995803833,483800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.90999984741211,14.31999969482422,13.59000015258789,14.170000076293944,352200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.170000076293944,14.170000076293944,13.699999809265137,13.770000457763672,418000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.789999961853027,13.8100004196167,13.300000190734863,13.43000030517578,396800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.670000076293944,13.960000038146973,13.369999885559082,13.920000076293944,378600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.25,14.5,13.989999771118164,14.09000015258789,308200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.029999732971191,14.0600004196167,13.25,13.279999732971191,349200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.100000381469728,13.420000076293944,12.859999656677246,13.390000343322754,337000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.539999961853027,13.539999961853027,12.960000038146973,13.149999618530272,214900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.18000030517578,13.239999771118164,12.699999809265137,13.239999771118164,273800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.140000343322754,13.670000076293944,13.135000228881836,13.350000381469728,377700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.390000343322754,13.600000381469728,13.06999969482422,13.300000190734863,248300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,13.520000457763672,13.619999885559082,13.170000076293944,13.510000228881836,249700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.699999809265137,13.960000038146973,13.345000267028809,13.960000038146973,186100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,14.0,14.00100040435791,13.470000267028809,13.81999969482422,229900.0,,,,,,,,,,
