Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHRD')","('Close', 'CHRD')","('High', 'CHRD')","('Low', 'CHRD')","('Open', 'CHRD')","('Volume', 'CHRD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,167.74000549316406,171.0,167.39999389648438,168.27000427246094,362400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,168.14999389648438,171.02999877929688,167.3300018310547,169.36000061035156,408900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,169.8000030517578,170.6199951171875,165.13999938964844,165.44000244140625,465300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,163.4199981689453,165.36000061035156,161.99000549316406,162.82000732421875,807800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,160.0500030517578,161.24000549316406,158.8699951171875,160.49000549316406,568000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,160.49000549316406,160.49000549316406,156.64999389648438,157.42999267578125,454600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,157.67999267578125,157.67999267578125,155.08999633789062,156.5399932861328,416300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,157.66000366210938,158.0500030517578,155.47000122070312,156.5800018310547,420500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,159.47999572753906,159.99000549316406,156.64999389648438,157.60000610351562,371800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,157.0500030517578,157.50999450683594,151.99000549316406,153.22000122070312,624400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,151.24000549316406,152.1999969482422,150.42999267578125,151.72999572753906,559500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,152.22999572753906,152.22999572753906,149.7100067138672,151.02000427246094,507000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,151.3800048828125,151.3800048828125,148.97000122070312,150.2899932861328,532300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,151.0,151.39999389648438,149.1999969482422,150.55999755859375,558400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,150.07000732421875,152.5800018310547,150.07000732421875,151.77999877929688,383700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,153.36000061035156,153.72000122070312,151.8800048828125,153.6999969482422,453700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,155.07000732421875,155.0800018310547,152.58999633789062,154.60000610351562,502700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,155.05999755859375,155.1300048828125,152.32000732421875,154.74000549316406,395300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,154.60000610351562,155.49000549316406,151.75999450683594,155.4199981689453,380900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,154.67999267578125,157.61000061035156,154.22000122070312,157.3300018310547,334600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,157.5,157.5,153.69000244140625,153.75999450683594,322600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,154.14999389648438,156.1199951171875,152.3800048828125,153.4199981689453,372900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,152.52000427246094,153.22999572753906,150.6999969482422,151.5,375600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,150.3699951171875,151.99000549316406,148.32000732421875,151.13999938964844,410100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,152.0500030517578,154.5500030517578,151.60000610351562,153.16000366210938,330700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,153.0500030517578,154.19000244140625,152.08999633789062,153.5500030517578,313900.0,,,,,,,,,,
