Date,Open,High,Low,Close,Volume,"('Adj Close', 'BBSI')","('Close', 'BBSI')","('High', 'BBSI')","('Low', 'BBSI')","('Open', 'BBSI')","('Volume', 'BBSI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,28.74250030517578,29.0,28.5049991607666,28.75,120000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,28.674999237060547,28.747499465942383,27.897499084472656,27.897499084472656,120800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.06999969482422,28.21500015258789,27.540000915527344,27.795000076293945,119200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,27.637500762939453,28.29750061035156,27.637500762939453,28.247499465942383,170000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.247499465942383,28.342500686645508,27.862499237060547,28.302499771118164,106000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,28.07749938964844,28.190000534057617,27.61750030517578,27.875,78800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.875,28.31999969482422,27.69499969482422,28.287500381469727,150800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.100000381469727,28.22249984741211,27.587499618530277,28.07250022888184,130800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.32999992370605,28.497499465942383,27.862499237060547,28.024999618530277,109200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,27.90749931335449,28.489999771118164,27.729999542236328,28.3174991607666,161200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.100000381469727,28.622499465942383,28.07999992370605,28.51000022888184,111600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.28499984741211,28.63500022888184,28.15999984741211,28.540000915527344,159200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.737499237060547,28.75,28.315000534057617,28.334999084472656,86000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,28.497499465942383,28.93000030517578,28.45249938964844,28.93000030517578,90000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,28.977500915527344,28.977500915527344,28.61000061035156,28.61000061035156,69200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,28.747499465942383,28.842500686645508,28.522499084472656,28.6299991607666,67200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.834999084472656,28.834999084472656,28.280000686645508,28.32250022888184,75200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.51749992370605,28.655000686645508,28.427499771118164,28.4424991607666,74400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.280000686645508,28.74250030517578,28.274999618530277,28.665000915527344,91200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.32749938964844,28.732500076293945,28.21999931335449,28.5049991607666,186400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,28.604999542236328,28.75,28.049999237060547,28.0674991607666,164400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,28.287500381469727,28.520000457763672,28.022499084472656,28.520000457763672,120400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,28.372499465942383,28.424999237060547,27.95249938964844,28.020000457763672,128800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,27.997499465942383,27.997499465942383,27.575000762939453,27.84749984741211,115200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,27.905000686645508,28.1924991607666,27.614999771118164,27.86000061035156,95600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,27.78499984741211,28.065000534057617,27.23500061035156,27.607500076293945,135600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,27.46500015258789,27.950000762939453,27.46500015258789,27.950000762939453,79600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,27.77750015258789,28.489999771118164,27.732500076293945,28.387500762939453,98000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,28.34000015258789,28.752500534057617,28.34000015258789,28.5625,77200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,27.852500915527344,27.987499237060547,27.05500030517578,27.217500686645508,152000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,27.399999618530277,27.852500915527344,27.190000534057617,27.787500381469727,89600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,27.96500015258789,28.4424991607666,27.84749984741211,28.40250015258789,113600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,28.2549991607666,28.457500457763672,27.875,28.3125,140400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,28.02750015258789,28.364999771118164,28.02750015258789,28.252500534057617,165200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,28.20249938964844,28.270000457763672,28.1200008392334,28.147499084472656,68000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,28.09749984741211,28.364999771118164,27.887500762939453,28.200000762939453,91600.0,,,,,,,,,,
