Date,Open,High,Low,Close,Volume,"('Adj Close', 'TER')","('Close', 'TER')","('High', 'TER')","('Low', 'TER')","('Open', 'TER')","('Volume', 'TER')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,107.0,107.0,103.63999938964844,104.7699966430664,2383800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,102.70999908447266,103.08999633789062,101.08000183105467,101.75,1376800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,100.19000244140624,102.52999877929688,99.9499969482422,101.58000183105467,1441900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,101.6999969482422,103.16999816894533,101.56999969482422,102.7699966430664,1404500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,103.18000030517578,106.04000091552734,103.06999969482422,105.88999938964844,1421600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,104.36000061035156,105.8000030517578,104.16000366210938,105.23999786376952,1055100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,105.45999908447266,105.5,103.29000091552734,104.87999725341795,1148100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,104.83000183105467,105.68000030517578,102.95999908447266,105.0999984741211,1803500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,105.0,106.12000274658205,103.61000061035156,104.80999755859376,1191100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,103.98999786376952,105.30999755859376,103.20999908447266,104.08999633789062,1671000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,102.4800033569336,103.0,100.75,102.86000061035156,1366100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,104.8000030517578,106.43000030517578,104.33999633789062,106.0199966430664,2416600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,107.23999786376952,109.08000183105467,105.63999938964844,108.72000122070312,1934500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,110.0,111.95999908447266,108.98999786376952,110.08999633789062,1827700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,110.5999984741211,111.51000213623048,109.38999938964844,111.23999786376952,1173300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,112.0500030517578,113.5999984741211,110.45999908447266,110.66999816894533,1920900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,112.68000030517578,112.70999908447266,109.76000213623048,109.9499969482422,2007700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,108.73999786376952,108.81999969482422,104.81999969482422,105.45999908447266,2095700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,104.20999908447266,106.33999633789062,104.08999633789062,106.06999969482422,1720900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,104.88999938964844,106.44000244140624,104.31999969482422,104.58999633789062,2111100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,95.48999786376952,98.79000091552734,92.29000091552734,96.58999633789062,6316100.0,,,,,,,,,,
