Date,Open,High,Low,Close,Volume,"('Adj Close', 'VRDN')","('Close', 'VRDN')","('High', 'VRDN')","('Low', 'VRDN')","('Open', 'VRDN')","('Volume', 'VRDN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.459999084472656,23.0,21.170000076293945,22.350000381469727,929500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.96999931335449,22.049999237060547,21.2450008392334,21.51000022888184,515800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.549999237060547,22.309999465942383,21.149999618530277,22.0,648600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.65999984741211,22.40999984741211,20.86000061035156,21.21999931335449,522900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.049999237060547,23.11000061035156,20.65999984741211,22.8700008392334,834900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.479999542236328,24.18000030517578,22.440000534057617,23.700000762939453,1706800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.559999465942383,24.07999992370605,23.3700008392334,23.81999969482422,1567800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,23.479999542236328,23.700000762939453,22.600000381469727,22.809999465942383,848900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.170000076293945,23.690000534057617,22.040000915527344,22.13999938964844,799100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,21.8700008392334,22.29400062561035,21.59000015258789,22.11000061035156,379000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.739999771118164,22.690000534057617,21.229999542236328,22.309999465942383,582400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.51000022888184,21.51000022888184,19.479999542236328,20.13999938964844,2867700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.270000457763672,20.57999992370605,19.81999969482422,20.09000015258789,1445000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.040000915527344,20.3799991607666,19.530000686645508,20.0,1251400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.38999938964844,20.51000022888184,18.61000061035156,18.940000534057617,969400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.170000076293945,19.170000076293945,18.299999237060547,18.780000686645508,784800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,19.770000457763672,20.09000015258789,19.280000686645508,19.68000030517578,1014200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,20.059999465942383,20.3799991607666,19.600000381469727,19.88999938964844,827300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.93000030517578,20.5,19.59499931335449,20.350000381469727,655400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.200000762939453,20.200000762939453,19.40999984741211,19.540000915527344,872200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,19.5,20.030000686645508,19.190000534057617,19.25,670800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,19.450000762939453,20.440000534057617,19.26000022888184,20.0,1039100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,19.59000015258789,19.815000534057617,18.729999542236328,18.850000381469727,828000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,18.56999969482422,18.82999992370605,18.184999465942383,18.700000762939453,902800.0,,,,,,,,,,
