Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALNY')","('Close', 'ALNY')","('High', 'ALNY')","('Low', 'ALNY')","('Open', 'ALNY')","('Volume', 'ALNY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,189.8800048828125,196.00999450683597,189.7100067138672,194.92999267578125,362900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,193.9600067138672,197.25999450683597,190.42999267578125,190.63999938964844,435100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,189.67999267578125,193.3300018310547,187.8500061035156,192.30999755859372,571000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,190.3300018310547,191.3800048828125,188.32000732421875,189.3800048828125,602700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,189.2899932861328,197.08999633789065,185.0,196.8300018310547,674300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,196.8300018310547,199.3800048828125,195.42999267578125,198.1999969482422,694300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,198.50999450683597,199.2400054931641,190.3699951171875,196.6100006103516,613500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,194.75999450683597,196.8000030517578,192.42999267578125,195.0800018310547,615800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,195.1100006103516,196.4900054931641,192.7700042724609,193.38999938964844,386600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,192.0500030517578,192.0500030517578,186.22000122070312,187.4900054931641,632800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,186.42999267578125,188.8600006103516,182.3600006103516,188.55999755859372,468600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,189.0,189.0,183.6699981689453,185.9499969482422,495200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,186.13999938964844,186.2700042724609,182.52999877929688,184.02999877929688,441000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,183.8800048828125,189.97999572753903,182.6000061035156,183.9199981689453,585700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,184.75999450683597,190.3699951171875,183.4499969482422,189.6999969482422,647300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,190.72000122070312,191.72000122070312,185.1300048828125,185.1999969482422,531300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,185.42999267578125,188.69000244140625,183.02999877929688,183.92999267578125,533800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,183.8800048828125,184.4600067138672,179.47000122070312,179.6199951171875,517500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,179.1300048828125,181.5,176.1199951171875,180.9600067138672,1044500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,180.4499969482422,181.66000366210935,178.36000061035156,180.1199951171875,475800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,179.49000549316406,179.8000030517578,172.3699951171875,172.91000366210938,862000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,173.5399932861328,176.35000610351562,172.1999969482422,174.9199981689453,624800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,172.75999450683594,174.47999572753906,169.32000732421875,173.05999755859375,646500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,172.1699981689453,172.72999572753906,168.0,170.6999969482422,602400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,170.64999389648438,173.3300018310547,169.80999755859375,172.17999267578125,1443800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,172.5500030517578,172.5500030517578,167.42999267578125,168.60000610351562,771700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,168.57000732421875,170.25,165.58999633789062,169.5,1609900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,169.49000549316406,171.86000061035156,168.44000244140625,170.02999877929688,481000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,170.00999450683594,171.57000732421875,166.8699951171875,169.33999633789062,790200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,164.88999938964844,166.5,160.83999633789062,162.0,800300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,162.57000732421875,164.6300048828125,161.47999572753906,164.14999389648438,931400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,150.0,153.27000427246094,143.52000427246094,147.42999267578125,5429600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,148.0,150.92999267578125,146.82000732421875,147.0,1886800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,146.97999572753906,150.05999755859375,145.80999755859375,149.69000244140625,1338400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,150.30999755859375,155.38999938964844,148.83999633789062,154.74000549316406,3657500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,154.47000122070312,164.02000427246094,154.02999877929688,162.80999755859375,1174400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,163.0,163.00999450683594,155.82000732421875,157.64999389648438,1478700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,156.49000549316406,159.0399932861328,153.83999633789062,158.66000366210938,556200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,160.0,161.30999755859375,157.91000366210938,159.0,674800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,156.55999755859375,158.89999389648438,153.94000244140625,155.22999572753906,1262500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,156.58999633789062,157.52000427246094,149.0,151.08999633789062,1809900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,150.89999389648438,155.91000366210938,150.0,152.61000061035156,538900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,153.16000366210938,154.85000610351562,149.88999938964844,150.0399932861328,991900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,148.94000244140625,151.2100067138672,147.52000427246094,149.67999267578125,703400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,150.14999389648438,150.24000549316406,147.6300048828125,149.66000366210938,521500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,150.4199981689453,150.67999267578125,149.22999572753906,149.86000061035156,563900.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,150.9600067138672,152.8800048828125,149.13999938964844,149.82000732421875,637600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,150.24000549316406,152.5,148.8800048828125,149.10000610351562,662000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,150.02000427246094,150.02000427246094,146.61000061035156,146.64999389648438,683600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,146.82000732421875,151.47000122070312,146.82000732421875,148.4199981689453,859000.0,,,,,,,,,,
