Date,Open,High,Low,Close,Volume,"('Adj Close', 'BDC')","('Close', 'BDC')","('High', 'BDC')","('Low', 'BDC')","('Open', 'BDC')","('Volume', 'BDC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,76.38999938964844,78.23999786376953,76.38999938964844,77.08000183105469,234600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,75.91000366210938,76.33999633789062,74.94999694824219,75.08000183105469,253300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,75.04000091552734,75.51000213623047,73.97000122070312,74.80000305175781,295900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,74.30000305175781,75.44000244140625,73.76000213623047,73.91999816894531,186600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,73.91999816894531,75.48999786376953,73.68000030517578,75.45999908447266,255700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,74.25,74.25,73.27999877929688,73.68000030517578,199800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,73.41000366210938,74.25,72.66000366210938,73.72000122070312,170200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,73.4000015258789,73.73999786376953,72.30000305175781,73.7300033569336,258000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,74.62999725341797,74.62999725341797,72.62999725341797,73.05000305175781,191400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,72.41000366210938,73.23999786376953,71.98999786376953,72.4800033569336,191200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,71.33999633789062,72.4000015258789,71.19999694824219,72.18000030517578,194500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,72.86000061035156,73.08000183105469,72.08999633789062,72.93000030517578,177800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,73.37999725341797,73.63999938964844,72.2699966430664,73.41000366210938,189300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,74.31999969482422,74.91999816894531,73.87999725341797,74.06999969482422,199300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,74.83000183105469,75.5,74.0999984741211,74.43000030517578,229700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,75.58000183105469,75.58000183105469,73.6500015258789,73.9000015258789,204700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,74.70999908447266,74.7699966430664,73.72000122070312,74.62000274658203,275900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,75.12999725341797,75.43000030517578,74.76000213623047,74.91999816894531,104100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,74.62000274658203,75.37999725341797,74.19000244140625,75.22000122070312,125500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,75.31999969482422,76.33000183105469,75.26000213623047,75.95999908447266,121700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,75.95999908447266,76.0199966430664,74.1500015258789,74.18000030517578,304400.0,,,,,,,,,,
