Date,Open,High,Low,Close,Volume,"('Adj Close', 'GLYC')","('Close', 'GLYC')","('High', 'GLYC')","('Low', 'GLYC')","('Open', 'GLYC')","('Volume', 'GLYC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.319999933242798,2.720000028610229,2.200000047683716,2.720000028610229,375200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.799999952316284,3.049999952316284,2.6700000762939453,3.0299999713897705,649800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.0999999046325684,3.25,2.75,3.0,702500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.9600000381469727,2.9600000381469727,2.6700000762939453,2.799999952316284,381800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.7799999713897705,2.9100000858306885,2.7799999713897705,2.900000095367432,142900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.930000066757202,3.069999933242798,2.8299999237060547,3.0199999809265137,273500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.009999990463257,3.130000114440918,2.9200000762939453,2.970000028610229,277800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.990000009536743,3.140000104904175,2.720000028610229,3.0299999713897705,488800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.0,3.180000066757202,2.990000009536743,3.109999895095825,280600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.119999885559082,3.1600000858306885,2.869999885559082,2.9100000858306885,339600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.819999933242798,2.940000057220459,2.450000047683716,2.869999885559082,760000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.8399999141693115,3.119999885559082,2.6600000858306885,3.059999942779541,365400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0299999713897705,3.0899999141693115,2.9100000858306885,2.9800000190734863,270200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.900000095367432,3.180000066757202,2.900000095367432,3.119999885559082,355400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.119999885559082,3.5299999713897705,3.059999942779541,3.490000009536743,649900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.5,3.5199999809265137,2.900000095367432,3.069999933242798,494200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.069999933242798,3.2300000190734863,2.940000057220459,3.1600000858306885,221800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.140000104904175,3.240000009536743,3.0999999046325684,3.180000066757202,204100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.1600000858306885,3.5,3.1600000858306885,3.200000047683716,613600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.180000066757202,3.400000095367432,3.059999942779541,3.400000095367432,242700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.369999885559082,3.470000028610229,2.9200000762939453,3.0,635300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.0299999713897705,3.0299999713897705,2.720000028610229,2.930000066757202,598400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.900000095367432,3.039999961853028,2.720000028610229,2.950000047683716,319800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.9100000858306885,3.150000095367432,2.809999942779541,3.130000114440918,271600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.109999895095825,3.2799999713897705,3.109999895095825,3.200000047683716,264800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.180000066757202,3.25,3.0899999141693115,3.180000066757202,257000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.150000095367432,3.3399999141693115,3.119999885559082,3.200000047683716,359800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.200000047683716,3.3299999237060547,3.1600000858306885,3.289999961853028,216800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.309999942779541,3.380000114440918,3.0199999809265137,3.109999895095825,430200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.970000028610229,3.140000104904175,2.930000066757202,3.0899999141693115,499700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.109999895095825,3.150000095367432,3.0199999809265137,3.0799999237060547,168600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.0999999046325684,3.150000095367432,2.9600000381469727,3.0899999141693115,201700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.0899999141693115,3.220000028610229,2.990000009536743,3.220000028610229,321900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.200000047683716,3.359999895095825,3.109999895095825,3.3299999237060547,389000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.240000009536743,3.25,2.9800000190734863,2.990000009536743,316500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.0299999713897705,3.069999933242798,2.900000095367432,2.930000066757202,248800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.890000104904175,2.970000028610229,2.809999942779541,2.900000095367432,241900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.869999885559082,3.109999895095825,2.8399999141693115,3.059999942779541,249300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.0899999141693115,3.0899999141693115,2.9800000190734863,3.0199999809265137,193000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.009999990463257,3.0799999237060547,2.859999895095825,2.869999885559082,234300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,2.9100000858306885,3.059999942779541,2.859999895095825,2.890000104904175,191200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.869999885559082,3.069999933242798,2.869999885559082,3.009999990463257,217000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3.049999952316284,3.0799999237060547,2.9800000190734863,3.039999961853028,197900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,3.049999952316284,3.049999952316284,2.8399999141693115,2.900000095367432,167600.0,,,,,,,,,,
