Date,Open,High,Low,Close,Volume,"('Adj Close', 'PLYA')","('Close', 'PLYA')","('High', 'PLYA')","('Low', 'PLYA')","('Open', 'PLYA')","('Volume', 'PLYA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.619999885559082,8.670000076293945,8.401000022888184,8.579999923706055,325100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.479999542236328,8.494999885559082,8.350000381469727,8.350000381469727,387700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.350000381469727,8.46500015258789,8.34000015258789,8.34000015258789,343600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.289999961853027,8.449999809265137,8.289999961853027,8.300000190734863,636200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.34000015258789,8.414999961853027,8.260000228881836,8.399999618530273,793800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.300000190734863,8.430000305175781,8.081000328063965,8.420000076293945,493300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.380000114440918,8.5,8.34000015258789,8.430000305175781,340000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.380000114440918,8.399999618530273,8.293000221252441,8.300000190734863,276700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.390000343322754,8.390000343322754,8.220000267028809,8.220000267028809,297500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.140000343322754,8.149999618530273,8.029999732971191,8.09000015258789,475500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.989999771118164,8.109999656677246,7.989999771118164,8.029999732971191,662100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.050000190734863,8.140000343322754,7.989999771118164,8.109999656677246,383100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.109999656677246,8.109999656677246,7.985000133514404,8.079999923706055,1434400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.119999885559082,8.260000228881836,7.949999809265137,7.96999979019165,813900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.980000019073486,8.135000228881836,7.980000019073486,8.029999732971191,524700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.140000343322754,8.140000343322754,8.0,8.050000190734863,552400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.170000076293945,8.260000228881836,8.140000343322754,8.260000228881836,650500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.279999732971191,8.369999885559082,8.270000457763672,8.350000381469727,462900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.319999694824219,8.460000038146973,8.239999771118164,8.449999809265137,679100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.40999984741211,8.550000190734863,8.26099967956543,8.460000038146973,655100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.460000038146973,8.534000396728516,8.300000190734863,8.300000190734863,510400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.359999656677246,8.505000114440918,8.300000190734863,8.479999542236328,422300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.380000114440918,8.550000190734863,8.345000267028809,8.470000267028809,435100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.380000114440918,8.40999984741211,8.25,8.369999885559082,386700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.390000343322754,8.574999809265137,8.331999778747559,8.479999542236328,631300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.479999542236328,8.5600004196167,8.420000076293945,8.479999542236328,282300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,8.479999542236328,8.604999542236328,8.479999542236328,8.5600004196167,329300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,8.604999542236328,8.604999542236328,8.510000228881836,8.520000457763672,317900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,8.489999771118164,8.694999694824219,8.489999771118164,8.619999885559082,412400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.460000038146973,8.460000038146973,8.270000457763672,8.350000381469727,631700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,8.390000343322754,8.53499984741211,8.3100004196167,8.520000457763672,465200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,8.550000190734863,8.829999923706055,8.550000190734863,8.829999923706055,581600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,8.770000457763672,8.920000076293945,8.699999809265137,8.829999923706055,378100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,8.819999694824219,8.899999618530273,8.732999801635742,8.75,440400.0,,,,,,,,,,
