Date,Open,High,Low,Close,Volume,"('Adj Close', 'CW')","('Close', 'CW')","('High', 'CW')","('Low', 'CW')","('Open', 'CW')","('Volume', 'CW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,222.7899932861328,224.4499969482422,221.7400054931641,222.3600006103516,113800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,221.77999877929688,221.77999877929688,218.1199951171875,218.38999938964844,203400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,219.25999450683597,220.25,216.8300018310547,217.2700042724609,192000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,216.5800018310547,218.1499938964844,215.8000030517578,217.72999572753903,151100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,216.8300018310547,216.8300018310547,213.27999877929688,215.63999938964844,202200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,214.63999938964844,214.9199981689453,212.0500030517578,214.4199981689453,114700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,215.19000244140625,218.5800018310547,214.8699951171875,218.5399932861328,132700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,218.4199981689453,219.07000732421875,217.1999969482422,218.47000122070312,120800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,220.22999572753903,222.6100006103516,219.2100067138672,222.5,106500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,221.7400054931641,221.88999938964844,218.0800018310547,220.38999938964844,193600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,219.32000732421875,221.8999938964844,217.57000732421875,220.42999267578125,158000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,221.19000244140625,224.27999877929688,220.97999572753903,223.82000732421875,130800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,224.5,224.5,222.00999450683597,222.7700042724609,110300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,222.9600067138672,227.0,222.9600067138672,226.1300048828125,102800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,227.17999267578125,227.1999969482422,224.5200042724609,225.5200042724609,99100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,226.2100067138672,227.72999572753903,222.8300018310547,223.22000122070312,134400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,224.63999938964844,225.5500030517578,221.82000732421875,224.25999450683597,178800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,225.25,226.4199981689453,224.0800018310547,225.72999572753903,85700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,226.02999877929688,226.8999938964844,223.5500030517578,226.08999633789065,119000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,225.91000366210935,226.5,224.91000366210935,225.4499969482422,138900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,226.02999877929688,226.02999877929688,221.88999938964844,222.57000732421875,140400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,223.6199951171875,224.50999450683597,221.75999450683597,224.33999633789065,272300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,223.41000366210935,226.38999938964844,222.02999877929688,225.8800048828125,123500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,224.1999969482422,226.47999572753903,220.8999938964844,225.9499969482422,102400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,226.02999877929688,227.0399932861328,224.3500061035156,226.8999938964844,114100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,227.27999877929688,228.63999938964844,226.52999877929688,226.8800048828125,130100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,227.4900054931641,227.4900054931641,224.17999267578125,226.4499969482422,188700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,227.0,228.92999267578125,225.72999572753903,228.82000732421875,157700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,228.82000732421875,229.9199981689453,227.97999572753903,228.63999938964844,148000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,226.6999969482422,229.4199981689453,225.3300018310547,228.91000366210935,202000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,228.0,235.1300048828125,226.6699981689453,234.6499938964844,306400.0,,,,,,,,,,
