Date,Open,High,Low,Close,Volume,"('Adj Close', 'WMK')","('Close', 'WMK')","('High', 'WMK')","('Low', 'WMK')","('Open', 'WMK')","('Volume', 'WMK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,63.65999984741211,65.7699966430664,63.65999984741211,65.68000030517578,90700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,65.93000030517578,68.22000122070312,65.30000305175781,66.80999755859375,153900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,67.08000183105469,67.08000183105469,64.69999694824219,66.33000183105469,94800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,65.97000122070312,66.62999725341797,65.01000213623047,65.06999969482422,107900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,65.5,65.5,64.48999786376953,64.98999786376953,150100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,64.72000122070312,64.75,62.900001525878906,64.05999755859375,84500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,63.619998931884766,63.90999984741211,62.77000045776367,63.150001525878906,69100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,62.84999847412109,62.84999847412109,62.13999938964844,62.369998931884766,92500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.18999862670898,63.18999862670898,61.7400016784668,61.97999954223633,82300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,62.0099983215332,62.31999969482422,59.5099983215332,59.56999969482422,137800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,59.15999984741211,60.40999984741211,58.900001525878906,60.34999847412109,129700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,60.56999969482422,60.900001525878906,59.650001525878906,60.0,78700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,60.150001525878906,60.290000915527344,59.04999923706055,60.119998931884766,110700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,60.63999938964844,61.5099983215332,60.400001525878906,61.5,70400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,61.86000061035156,61.88999938964844,60.33000183105469,60.470001220703125,87100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,61.04999923706055,61.31999969482422,60.72999954223633,60.970001220703125,57600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,61.709999084472656,62.119998931884766,60.91999816894531,62.119998931884766,70800.0,,,,,,,,,,
