Date,Open,High,Low,Close,Volume,"('Adj Close', 'NHI')","('Close', 'NHI')","('High', 'NHI')","('Low', 'NHI')","('Open', 'NHI')","('Volume', 'NHI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,55.650001525878906,56.38999938964844,55.400001525878906,55.66999816894531,102400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,55.56999969482422,55.56999969482422,54.22999954223633,54.400001525878906,211100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.7599983215332,54.81999969482422,53.79999923706055,53.86000061035156,121200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,53.36000061035156,53.97999954223633,52.959999084472656,53.060001373291016,132400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,53.060001373291016,53.79999923706055,53.060001373291016,53.7400016784668,103000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,53.18000030517578,53.91999816894531,52.9900016784668,53.86000061035156,135800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,53.93000030517578,54.86000061035156,53.65999984741211,54.86000061035156,123100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,54.650001525878906,55.68999862670898,54.5,55.43000030517578,115400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,56.150001525878906,56.68000030517578,55.970001220703125,56.59000015258789,80800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,56.33000183105469,56.540000915527344,55.810001373291016,55.810001373291016,112300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,55.18999862670898,55.84999847412109,54.220001220703125,54.81999969482422,92200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,54.79999923706055,54.79999923706055,53.970001220703125,54.15999984741211,130900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,54.459999084472656,55.11000061035156,53.97999954223633,55.0,188400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,55.16999816894531,55.93999862670898,54.68000030517578,55.720001220703125,180800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,56.209999084472656,56.209999084472656,54.88999938964844,55.20000076293945,141300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,55.810001373291016,55.810001373291016,53.95000076293945,53.959999084472656,107800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,54.68999862670898,54.70000076293945,53.86000061035156,54.02999877929688,124300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,54.34999847412109,55.0,54.15999984741211,54.56999969482422,124100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,54.56999969482422,54.97999954223633,54.130001068115234,54.18999862670898,224900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,54.59999847412109,54.720001220703125,53.68999862670898,54.709999084472656,188700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,54.959999084472656,55.0,53.130001068115234,53.18000030517578,255300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,53.060001373291016,53.61000061035156,52.84999847412109,53.58000183105469,149700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,52.66999816894531,53.290000915527344,51.75,53.11000061035156,193400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,52.380001068115234,52.84000015258789,51.959999084472656,52.150001525878906,207700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,52.0,52.7400016784668,51.900001525878906,51.90999984741211,120200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,51.90999984741211,52.150001525878906,51.59000015258789,51.619998931884766,116800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,51.70000076293945,52.810001373291016,51.70000076293945,52.7599983215332,111700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,52.68000030517578,53.5099983215332,52.38999938964844,53.33000183105469,149500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,53.38999938964844,54.11000061035156,53.369998931884766,53.70000076293945,137300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,52.33000183105469,52.9900016784668,51.90999984741211,52.40999984741211,202400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,52.880001068115234,53.47999954223633,52.52000045776367,52.79999923706055,168500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,53.0099983215332,53.70000076293945,53.0099983215332,53.63999938964844,118300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,53.040000915527344,53.560001373291016,52.68000030517578,53.2599983215332,216100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,52.52999877929688,53.810001373291016,52.09999847412109,53.2400016784668,223900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,53.5,57.0,51.959999084472656,56.7599983215332,435600.0,,,,,,,,,,
