Date,Open,High,Low,Close,Volume,"('Adj Close', 'TFX')","('Close', 'TFX')","('High', 'TFX')","('Low', 'TFX')","('Open', 'TFX')","('Volume', 'TFX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,247.25999450683597,251.77999877929688,246.8800048828125,250.44000244140625,217100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,248.2100067138672,248.2100067138672,241.55999755859372,242.0200042724609,255400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,240.9900054931641,243.58999633789065,240.08999633789065,241.05999755859372,334900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,239.88999938964844,243.91000366210935,237.72999572753903,239.4600067138672,227400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,240.41000366210935,249.2700042724609,240.2100067138672,249.00999450683597,213400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,246.3600006103516,250.8300018310547,246.3600006103516,247.83999633789065,263900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,248.5500030517578,249.22000122070312,246.5500030517578,248.5,186300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,247.9600067138672,249.41000366210935,245.9900054931641,248.33999633789065,250100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,251.9499969482422,254.47999572753903,248.07000732421875,249.1499938964844,120200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,246.8800048828125,247.1100006103516,243.3300018310547,245.91000366210935,254500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,243.1300048828125,245.66000366210935,242.5200042724609,244.94000244140625,226600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,246.2100067138672,246.6199951171875,243.0,246.3800048828125,147100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,246.9199981689453,249.83999633789065,243.6000061035156,246.8300018310547,249700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,247.6199951171875,253.5,247.30999755859372,252.5800018310547,391600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,254.1199951171875,255.0,246.0,247.8999938964844,162300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,248.3500061035156,249.6499938964844,241.44000244140625,241.9600067138672,156100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,245.77999877929688,245.77999877929688,242.8300018310547,244.8800048828125,168400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,246.97000122070312,246.97000122070312,242.0,244.4499969482422,149700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,243.3300018310547,247.38999938964844,243.3300018310547,247.0200042724609,127300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,245.5800018310547,247.8699951171875,244.5399932861328,244.8500061035156,130800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,247.05999755859372,248.58999633789065,242.6499938964844,242.8300018310547,246300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,242.25999450683597,248.33999633789065,239.1499938964844,247.6499938964844,174500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,245.57000732421875,247.02999877929688,242.7899932861328,245.7400054931641,178800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,243.05999755859372,246.1100006103516,243.05999755859372,244.1000061035156,140400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,244.7100067138672,252.83999633789065,243.9600067138672,252.25,202900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,252.3000030517578,253.75,249.97000122070312,250.88999938964844,182700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,249.3300018310547,251.4600067138672,246.7100067138672,251.32000732421875,112200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,250.2400054931641,252.3000030517578,248.58999633789065,252.0399932861328,148200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,252.7700042724609,253.4600067138672,251.6199951171875,252.72999572753903,102300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,247.7700042724609,250.72999572753903,245.63999938964844,247.9499969482422,173700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,249.5800018310547,250.0800018310547,245.83999633789065,249.07000732421875,142000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,251.17999267578125,255.22999572753903,251.0,255.0500030517578,167200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,254.22999572753903,256.8500061035156,250.3600006103516,251.07000732421875,218300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,250.0200042724609,253.05999755859372,247.4499969482422,250.9499969482422,284500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,251.3600006103516,252.55999755859372,246.9900054931641,250.9499969482422,499600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,243.00999450683597,245.94000244140625,236.75,237.6999969482422,785700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,238.97999572753903,242.25,235.1499938964844,237.75,512200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,236.72000122070312,236.8800048828125,227.16000366210935,227.83999633789065,684500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,227.8500061035156,228.4199981689453,225.8699951171875,226.0399932861328,381700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,225.2700042724609,227.4499969482422,224.4499969482422,224.7899932861328,302500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,225.08999633789065,225.5500030517578,221.55999755859372,222.7899932861328,405700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,220.2700042724609,224.6499938964844,218.0,223.0,240100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,221.6300048828125,225.4199981689453,220.5500030517578,225.0,198500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,223.9600067138672,226.0399932861328,221.22000122070312,223.27999877929688,296700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,223.88999938964844,226.0,222.80999755859372,224.50999450683597,274900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,226.33999633789065,230.1100006103516,224.9900054931641,228.8800048828125,390800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,228.38999938964844,231.3699951171875,224.1199951171875,224.3999938964844,305200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,223.72000122070312,227.50999450683597,222.44000244140625,227.1100006103516,239600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,226.0399932861328,227.47999572753903,224.5800018310547,226.55999755859372,173000.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,226.6699981689453,227.77999877929688,221.57000732421875,222.1699981689453,196900.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,220.08999633789065,220.66000366210935,216.67999267578125,218.2100067138672,228600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,215.32000732421875,217.1199951171875,214.13999938964844,215.38999938964844,508400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,217.3500061035156,218.82000732421875,213.47999572753903,216.47000122070312,225100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,216.80999755859372,219.6300048828125,215.2100067138672,218.07000732421875,377200.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,216.92999267578125,221.16000366210935,216.52999877929688,220.47999572753903,178800.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,221.83999633789065,224.75,220.80999755859372,224.38999938964844,312200.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,225.0,225.0,219.41000366210935,220.94000244140625,198900.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,220.58999633789065,221.91000366210935,218.91000366210935,219.6499938964844,288000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,220.52999877929688,220.6300048828125,215.9199981689453,216.38999938964844,360900.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,218.25,224.0800018310547,217.92999267578125,223.8699951171875,306800.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,223.8600006103516,227.6499938964844,222.91000366210935,226.1699981689453,289000.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,225.8000030517578,227.05999755859372,220.7899932861328,222.8800048828125,195900.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,221.3999938964844,221.3999938964844,216.50999450683597,217.38999938964844,428500.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,216.72999572753903,217.9900054931641,214.58999633789065,214.7400054931641,328800.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,216.7700042724609,216.7700042724609,211.5399932861328,211.88999938964844,333600.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,211.0800018310547,217.8600006103516,210.5399932861328,216.7700042724609,304400.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,217.42999267578125,220.22999572753903,215.9499969482422,216.8999938964844,245200.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,217.5200042724609,223.94000244140625,215.69000244140625,223.7899932861328,228300.0,,,,,,,,,,
