Date,Open,High,Low,Close,Volume,"('Adj Close', 'LIDR')","('Close', 'LIDR')","('High', 'LIDR')","('Low', 'LIDR')","('Open', 'LIDR')","('Volume', 'LIDR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.130000114440918,2.25,2.0999999046325684,2.140000104904175,176900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.069999933242798,2.2300000190734863,1.9900000095367432,2.0199999809265137,163000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.9900000095367432,2.009999990463257,1.8600000143051147,1.8600000143051147,99300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.8200000524520876,1.9390000104904173,1.7100000381469729,1.7400000095367432,181100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.75,1.830000042915344,1.7300000190734863,1.75,103700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.75,1.7899999618530271,1.7200000286102295,1.7699999809265137,51300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.7699999809265137,1.7699999809265137,1.5099999904632568,1.5549999475479126,293000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.6299999952316284,2.0,1.5609999895095823,1.909999966621399,380100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.850000023841858,1.9900000095367432,1.809999942779541,1.9700000286102293,254200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.940000057220459,1.9700000286102293,1.7599999904632568,1.8200000524520876,101300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.7699999809265137,1.7899999618530271,1.3700000047683716,1.3799999952316284,241700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.3899999856948853,1.3899999856948853,1.2999999523162842,1.309999942779541,69100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.340000033378601,1.340000033378601,1.1699999570846558,1.2200000286102295,87500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.2799999713897705,1.3300000429153442,1.2200000286102295,1.2899999618530271,128900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.2999999523162842,1.2999999523162842,1.2300000190734863,1.2899999618530271,43100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.2899999618530271,1.3300000429153442,1.2699999809265137,1.2999999523162842,43700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.2899999618530271,1.340000033378601,1.2599999904632568,1.2699999809265137,31200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.2699999809265137,1.309999942779541,1.2699999809265137,1.2999999523162842,26000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.3200000524520874,1.4479999542236328,1.2940000295639038,1.399999976158142,72300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.399999976158142,1.399999976158142,1.2599999904632568,1.2999999523162842,77200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.2999999523162842,1.3450000286102295,1.25,1.2799999713897705,20700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.2699999809265137,1.2999999523162842,1.2200000286102295,1.2999999523162842,25400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.309999942779541,1.309999942779541,1.2400000095367432,1.2999999523162842,35900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.309999942779541,1.3250000476837158,1.1299999952316284,1.2000000476837158,51000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.2300000190734863,1.2300000190734863,1.149999976158142,1.2200000286102295,42700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.2300000190734863,1.350000023841858,1.149999976158142,1.2899999618530271,230300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.3799999952316284,1.399999976158142,1.2200000286102295,1.2999999523162842,119000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.2999999523162842,1.3140000104904177,1.2400000095367432,1.2999999523162842,55300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.2999999523162842,1.3389999866485596,1.2300000190734863,1.2899999618530271,65900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.309999942779541,1.3200000524520874,1.25,1.2999999523162842,57600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.2699999809265137,1.309999942779541,1.190000057220459,1.2799999713897705,50500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,1.2699999809265137,1.4900000095367432,1.2699999809265137,1.2999999523162842,350100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,1.3200000524520874,1.399999976158142,1.2200000286102295,1.2999999523162842,191200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,1.2999999523162842,1.3040000200271606,1.2239999771118164,1.2899999618530271,90200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,1.2799999713897705,1.340000033378601,1.2300000190734863,1.340000033378601,51600.0,,,,,,,,,,
