Date,Open,High,Low,Close,Volume,"('Adj Close', 'TGT')","('Close', 'TGT')","('High', 'TGT')","('Low', 'TGT')","('Open', 'TGT')","('Volume', 'TGT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,142.19000244140625,144.1999969482422,141.5800018310547,143.10000610351562,3601500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,142.36000061035156,142.97000122070312,138.3300018310547,138.6699981689453,4662100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,138.86000061035156,140.92999267578125,137.6999969482422,140.25,3903000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,139.32000732421875,141.9499969482422,139.32000732421875,140.75,2744200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,140.1999969482422,141.99000549316406,139.55999755859375,141.72999572753906,3563300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,141.0,143.97000122070312,140.52999877929688,143.77000427246094,3664400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,143.3800048828125,144.41000366210938,142.9199981689453,144.08999633789062,2777400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,144.5,144.5,140.99000549316406,142.02000427246094,3215300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,142.6999969482422,143.14999389648438,140.6699981689453,140.91000366210938,2236400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,142.19000244140625,142.4600067138672,139.9199981689453,141.07000732421875,3482400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,140.0800018310547,140.75,138.38999938964844,138.74000549316406,3566300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,138.6300048828125,139.1199951171875,135.6699981689453,137.39999389648438,4160700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,137.22000122070312,138.60000610351562,135.8000030517578,138.13999938964844,3515300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,138.39999389648438,140.75999450683594,137.91000366210938,140.36000061035156,2778700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,140.83999633789062,141.7100067138672,139.85000610351562,140.8800048828125,2806800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,141.60000610351562,141.8000030517578,138.9600067138672,139.1999969482422,2845900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,140.27999877929688,142.27999877929688,139.00999450683594,142.17999267578125,2566500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,142.88999938964844,143.0,141.63999938964844,142.52999877929688,3014800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,142.72999572753906,142.97999572753906,136.35000610351562,141.52000427246094,4879000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,140.6199951171875,141.1999969482422,137.83999633789062,140.52000427246094,2879500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,140.52999877929688,141.4499969482422,138.9600067138672,139.0800018310547,5804400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,140.94000244140625,144.47000122070312,138.5,144.4199981689453,3613900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,143.49000549316406,147.0399932861328,142.57000732421875,145.49000549316406,3775800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,144.22000122070312,144.88999938964844,141.5,142.3300018310547,4697400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,142.66000366210938,144.47000122070312,141.4600067138672,144.42999267578125,2873200.0,,,,,,,,,,
