Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTX')","('Close', 'MTX')","('High', 'MTX')","('Low', 'MTX')","('Open', 'MTX')","('Volume', 'MTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,70.63999938964844,71.2699966430664,69.63999938964844,70.25,131500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,69.7300033569336,69.7300033569336,68.01000213623047,68.41000366210938,144800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,68.8499984741211,68.8499984741211,67.55999755859375,67.91000366210938,204800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,67.31999969482422,68.18000030517578,66.56999969482422,66.87999725341797,285300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,66.66000366210938,68.52999877929688,66.5,68.51000213623047,153400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,67.48999786376953,67.5,66.93000030517578,67.27999877929688,76200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,66.9000015258789,67.30999755859375,66.58000183105469,67.0,90600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,66.69999694824219,67.05000305175781,66.05000305175781,66.95999908447266,108300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,67.87000274658203,68.1500015258789,66.73999786376953,66.97000122070312,51700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,66.2699966430664,66.61000061035156,65.77999877929688,66.31999969482422,247300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,64.98999786376953,65.98999786376953,64.83000183105469,64.91999816894531,153200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,65.38999938964844,65.72000122070312,64.79000091552734,65.6500015258789,163800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,65.6500015258789,65.77999877929688,64.83000183105469,65.44000244140625,144900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,66.19000244140625,66.86000061035156,65.87999725341797,66.43000030517578,161800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,67.22000122070312,67.4000015258789,66.04000091552734,66.11000061035156,144000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,66.83000183105469,66.86000061035156,65.33999633789062,65.5,140000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,66.37999725341797,66.83000183105469,65.3499984741211,66.06999969482422,195300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,66.68000030517578,67.0999984741211,65.91000366210938,66.06999969482422,148500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,65.9800033569336,67.08000183105469,65.7699966430664,66.63999938964844,219600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,66.23999786376953,66.95999908447266,66.23999786376953,66.62000274658203,179600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,66.77999877929688,67.06999969482422,65.19000244140625,65.3499984741211,175200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,65.73999786376953,66.76000213623047,64.91000366210938,66.5999984741211,187200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,67.16999816894531,71.06999969482422,65.01000213623047,68.45999908447266,314000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,70.70999908447266,71.12999725341797,69.01000213623047,69.18000030517578,335000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,68.91000366210938,70.12000274658203,68.91000366210938,69.55000305175781,157400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,69.44000244140625,69.44000244140625,68.58000183105469,68.77999877929688,190800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,68.6500015258789,69.72000122070312,67.91999816894531,69.70999908447266,467300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,69.72000122070312,71.04000091552734,69.25,71.02999877929688,135600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,71.0,72.27999877929688,71.0,72.05000305175781,182600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,69.83999633789062,70.83000183105469,68.29000091552734,69.38999938964844,242900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,70.5199966430664,71.08000183105469,69.5999984741211,70.80999755859375,211700.0,,,,,,,,,,
