Date,Open,High,Low,Close,Volume,"('Adj Close', 'OPOF')","('Close', 'OPOF')","('High', 'OPOF')","('Low', 'OPOF')","('Open', 'OPOF')","('Volume', 'OPOF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,18.0,18.5,17.8700008392334,18.489999771118164,3400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.389999389648438,18.0,17.389999389648438,18.0,1100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.479999542236328,18.479999542236328,18.479999542236328,18.479999542236328,100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.479999542236328,18.479999542236328,18.479999542236328,18.479999542236328,0.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.479999542236328,18.479999542236328,18.479999542236328,18.479999542236328,0.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.479999542236328,18.479999542236328,18.479999542236328,18.479999542236328,300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.559999465942383,18.25,17.559999465942383,18.100000381469727,2700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.479999542236328,18.479999542236328,17.530000686645508,17.530000686645508,8000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,17.649999618530273,17.649999618530273,17.600000381469727,17.649999618530273,1300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.850000381469727,17.850000381469727,17.799999237060547,17.809999465942383,2700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,17.850000381469727,17.850000381469727,17.850000381469727,17.850000381469727,800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.0,18.299999237060547,17.950000762939453,17.950000762939453,2400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.020000457763672,18.020000457763672,18.020000457763672,18.020000457763672,400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,0.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,18.25,18.559999465942383,18.25,18.36000061035156,3500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,18.350000381469727,18.40999984741211,18.15999984741211,18.15999984741211,1200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.46999931335449,18.46999931335449,18.299999237060547,18.299999237060547,400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,18.09000015258789,18.11000061035156,17.950000762939453,18.020000457763672,2200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,18.13999938964844,18.13999938964844,18.0,18.07999992370605,2900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,17.979999542236328,17.979999542236328,17.979999542236328,17.979999542236328,200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,17.850000381469727,17.850000381469727,17.15999984741211,17.75,2000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,17.739999771118164,17.739999771118164,17.5,17.5,900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,17.540000915527344,17.760000228881836,16.850000381469727,17.100000381469727,6700.0,,,,,,,,,,
