Date,Open,High,Low,Close,Volume,"('Adj Close', 'FERG')","('Close', 'FERG')","('High', 'FERG')","('Low', 'FERG')","('Open', 'FERG')","('Volume', 'FERG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,190.58999633789065,190.58999633789065,186.92999267578125,188.6100006103516,1113100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,185.92999267578125,186.5,183.7400054931641,184.05999755859372,1063200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,186.19000244140625,187.25999450683597,184.6999969482422,186.47000122070312,928600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,185.52999877929688,187.7400054931641,184.8699951171875,187.1499938964844,689800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,186.27999877929688,187.1699981689453,185.6100006103516,187.08999633789065,1019200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,185.0500030517578,187.1499938964844,184.3699951171875,187.13999938964844,635700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,186.3500061035156,187.69000244140625,186.1699981689453,187.13999938964844,608700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,187.44000244140625,187.8000030517578,184.6000061035156,186.38999938964844,822900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,187.83999633789065,188.22999572753903,185.97999572753903,187.1699981689453,467600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,184.97999572753903,187.2899932861328,184.52999877929688,186.2100067138672,815700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,184.63999938964844,185.4900054931641,184.1499938964844,184.6499938964844,687600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,187.2700042724609,189.3999938964844,187.1000061035156,189.3500061035156,990800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,189.5200042724609,189.91000366210935,187.8500061035156,189.6100006103516,682900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,189.6199951171875,191.5800018310547,189.3699951171875,191.52999877929688,1118000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,189.91000366210935,190.3699951171875,187.8999938964844,189.7100067138672,1220600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,191.00999450683597,191.7700042724609,186.9499969482422,187.0500030517578,1107700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,187.25,188.9900054931641,187.25,188.80999755859372,737900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,189.55999755859372,190.0200042724609,187.32000732421875,187.9199981689453,920700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,187.5399932861328,189.3000030517578,187.5399932861328,189.3000030517578,1348500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,189.6199951171875,191.52999877929688,189.6199951171875,190.8600006103516,669500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,189.52999877929688,190.41000366210935,187.47999572753903,187.8600006103516,969500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,189.6000061035156,191.6999969482422,189.0200042724609,191.67999267578125,696400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,189.9499969482422,192.6699981689453,189.02999877929688,191.9600067138672,761000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,189.9900054931641,190.0,187.6300048828125,189.6999969482422,632600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,190.32000732421875,192.91000366210935,190.25,192.8000030517578,856400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,194.02999877929688,195.0,193.05999755859372,193.82000732421875,1085400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,194.32000732421875,197.88999938964844,193.3300018310547,197.63999938964844,1012100.0,,,,,,,,,,
