Date,Open,High,Low,Close,Volume,"('Adj Close', 'LRMR')","('Close', 'LRMR')","('High', 'LRMR')","('Low', 'LRMR')","('Open', 'LRMR')","('Volume', 'LRMR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.46999979019165,5.144999980926514,4.46999979019165,5.110000133514404,229100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.150000095367432,5.199999809265137,4.599999904632568,4.880000114440918,2100400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.059999942779541,5.059999942779541,4.630000114440918,4.760000228881836,83000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.710000038146973,4.84499979019165,4.630000114440918,4.679999828338623,81000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.659999847412109,4.769999980926514,4.420000076293945,4.550000190734863,114300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.46999979019165,4.829999923706055,4.449999809265137,4.650000095367432,53500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.650000095367432,4.789999961853027,4.539999961853027,4.599999904632568,30400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.550000190734863,4.78000020980835,4.5,4.610000133514404,41900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.599999904632568,4.820000171661377,4.550000190734863,4.610000133514404,47500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.599999904632568,4.599999904632568,4.130000114440918,4.199999809265137,68500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.110000133514404,4.244999885559082,4.090000152587891,4.210000038146973,46800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.21999979019165,4.460000038146973,4.21999979019165,4.340000152587891,27900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.389999866485596,4.389999866485596,4.210000038146973,4.28000020980835,31800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.289999961853027,4.5,4.144999980926514,4.260000228881836,62000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.340000152587891,4.519999980926514,4.190000057220459,4.5,517500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.5,4.679999828338623,4.25,4.28000020980835,64100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.380000114440918,4.809999942779541,4.289999961853027,4.730000019073486,73400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.789999961853027,5.090000152587891,4.789999961853027,4.889999866485596,109000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.900000095367432,5.179999828338623,4.880000114440918,5.099999904632568,355800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.139999866485596,5.889999866485596,5.139999866485596,5.849999904632568,212100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.940000057220459,6.5,5.710000038146973,5.789999961853027,348100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.690000057220459,6.139999866485596,5.640999794006348,6.0,286100.0,,,,,,,,,,
