Date,Open,High,Low,Close,Volume,"('Adj Close', 'BALL')","('Close', 'BALL')","('High', 'BALL')","('Low', 'BALL')","('Open', 'BALL')","('Volume', 'BALL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.29999923706055,57.400001525878906,56.0,56.97999954223633,2129500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,56.02000045776367,56.27000045776367,55.15999984741211,55.84999847412109,2755600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,55.810001373291016,56.869998931884766,55.65999984741211,56.650001525878906,1790300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,56.61000061035156,57.43999862670898,56.290000915527344,57.38999938964844,1587100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,57.4900016784668,57.869998931884766,56.40999984741211,57.16999816894531,1937200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,56.77999877929688,57.27999877929688,56.52999877929688,57.06999969482422,1321000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,56.66999816894531,57.5099983215332,56.27999877929688,57.29999923706055,1014700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,57.43999862670898,57.66999816894531,56.220001220703125,56.63999938964844,1805200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,57.040000915527344,57.27000045776367,56.20000076293945,56.36000061035156,1090900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,55.13999938964844,55.970001220703125,54.81999969482422,55.47999954223633,1792300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,54.81999969482422,55.47999954223633,54.45000076293945,54.630001068115234,1689500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,54.630001068115234,55.16999816894531,54.47999954223633,54.84999847412109,1209300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,54.959999084472656,55.56999969482422,54.060001373291016,55.52999877929688,1982000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,55.61000061035156,56.43000030517578,55.38999938964844,56.34999847412109,1137100.0,,,,,,,,,,
