Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATUS')","('Close', 'ATUS')","('High', 'ATUS')","('Low', 'ATUS')","('Open', 'ATUS')","('Volume', 'ATUS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.1549999713897705,3.289999961853028,3.015000104904175,3.2100000381469727,5774500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.1700000762939453,3.190000057220459,2.884999990463257,3.0799999237060547,5707300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.0899999141693115,3.111000061035156,2.819999933242798,2.970000028610229,3925300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.9200000762939453,3.1050000190734863,2.8499999046325684,3.009999990463257,3558300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.990000009536743,3.190000057220459,2.9200000762939453,3.1600000858306885,3714300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.130000114440918,3.140000104904175,2.619999885559082,2.7699999809265137,6351900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.75,2.7699999809265137,2.609999895095825,2.690000057220459,2800200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.6700000762939453,2.6700000762939453,2.4800000190734863,2.609999895095825,5691000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.650000095367432,2.6700000762939453,2.4800000190734863,2.4800000190734863,2786800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.430000066757202,2.5299999713897705,2.359999895095825,2.490000009536743,3241500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.4600000381469727,2.4600000381469727,2.259999990463257,2.259999990463257,5463000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.259999990463257,2.440000057220459,2.180000066757202,2.2699999809265137,5816900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.259999990463257,2.2950000762939453,2.200000047683716,2.200000047683716,2176700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.2100000381469727,2.4600000381469727,2.2100000381469727,2.4600000381469727,3294400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.5199999809265137,2.650000095367432,2.5199999809265137,2.5999999046325684,3888500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.6700000762939453,2.7699999809265137,2.6610000133514404,2.740000009536743,3397700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.740000009536743,2.759999990463257,2.559999942779541,2.6600000858306885,2286400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.690000057220459,2.7799999713897705,2.6549999713897705,2.680000066757202,1926900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.6600000858306885,2.740000009536743,2.559999942779541,2.720000028610229,2078100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.690000057220459,2.690000057220459,2.549999952316284,2.549999952316284,1643500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.5199999809265137,2.634999990463257,2.440000057220459,2.440000057220459,2897200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.5199999809265137,2.755000114440918,2.4600000381469727,2.4800000190734863,2931900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.440000057220459,2.440000057220459,2.0799999237060547,2.200000047683716,6654600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.299999952316284,2.299999952316284,2.109999895095825,2.119999885559082,2105600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.119999885559082,2.190000057220459,2.049999952316284,2.0799999237060547,3013200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.0799999237060547,2.109999895095825,2.0,2.049999952316284,4219800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.0299999713897705,2.049999952316284,1.950000047683716,2.0199999809265137,3555100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.049999952316284,2.119999885559082,2.0,2.039999961853028,2980600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.039999961853028,2.240000009536743,2.039999961853028,2.2100000381469727,3700900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.095000028610229,2.125,2.015000104904175,2.039999961853028,3966000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.069999933242798,2.190000057220459,2.0199999809265137,2.1600000858306885,7274400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.220000028610229,2.380000114440918,2.039999961853028,2.180000066757202,7283700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.0999999046325684,2.109999895095825,1.9700000286102293,2.0,4763700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.0299999713897705,2.049999952316284,1.9220000505447388,2.009999990463257,3291900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.0,2.0299999713897705,1.8899999856948853,1.919999957084656,2449300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,1.899999976158142,1.924999952316284,1.815000057220459,1.870000004768372,4824300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,1.870000004768372,1.909999966621399,1.809999942779541,1.830000042915344,3613400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,1.830000042915344,2.990000009536743,1.7799999713897705,2.490000009536743,42147500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.450000047683716,2.994999885559082,2.309999942779541,2.9600000381469727,21654500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.869999885559082,3.0199999809265137,2.8499999046325684,2.990000009536743,13678600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.0299999713897705,3.180000066757202,2.940000057220459,2.970000028610229,5029900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.970000028610229,3.049999952316284,2.825000047683716,2.9800000190734863,4359400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3.0,3.0799999237060547,2.799999952316284,2.819999933242798,7146100.0,,,,,,,,,,
