Date,Open,High,Low,Close,Volume,"('Adj Close', 'WING')","('Close', 'WING')","('High', 'WING')","('Low', 'WING')","('Open', 'WING')","('Volume', 'WING')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,253.72999572753903,255.46499633789065,250.16000366210935,252.38999938964844,344000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,252.6699981689453,252.6699981689453,244.00999450683597,244.6699981689453,487100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,244.6699981689453,245.4550018310547,241.77999877929688,243.1999969482422,354800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,243.58999633789065,246.19500732421875,242.3500061035156,245.22999572753903,272300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,245.55999755859372,249.0500030517578,245.55999755859372,248.38999938964844,295800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,246.8600006103516,253.9199981689453,246.8600006103516,253.9199981689453,305500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,254.44000244140625,259.4700012207031,253.0399932861328,259.4200134277344,245000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,258.3900146484375,262.9549865722656,256.4960021972656,262.57000732421875,360700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,262.9100036621094,264.5530090332031,261.2300109863281,261.2699890136719,291800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,262.5199890136719,274.5,262.5,271.70001220703125,553300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,270.67999267578125,273.6700134277344,265.5899963378906,273.489990234375,529600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,275.2900085449219,277.07501220703125,272.8999938964844,275.4800109863281,471200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,276.7300109863281,276.7650146484375,272.17999267578125,275.75,427100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,277.0299987792969,284.8800048828125,277.0299987792969,281.82000732421875,417900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,282.29998779296875,284.9599914550781,279.45001220703125,283.19000244140625,366800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,285.739990234375,285.739990234375,279.57000732421875,280.4700012207031,215900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,284.0199890136719,284.3500061035156,278.69000244140625,280.8099975585937,204800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,280.54998779296875,281.2699890136719,271.6700134277344,273.19000244140625,413000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,274.4800109863281,279.989990234375,270.3599853515625,278.989990234375,368300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,279.0199890136719,282.8699951171875,277.343994140625,279.20001220703125,254900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,280.04998779296875,286.5599975585937,278.5799865722656,281.1099853515625,410800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,282.0199890136719,288.3800048828125,282.0199890136719,287.5899963378906,310200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,287.260009765625,290.239990234375,284.0,287.7699890136719,241900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,287.2099914550781,287.7650146484375,283.1400146484375,285.94000244140625,194900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,286.32000732421875,287.07501220703125,282.95001220703125,286.4800109863281,272300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,288.5799865722656,296.0849914550781,285.82000732421875,292.7900085449219,339300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,294.57501220703125,298.2049865722656,293.6099853515625,294.1499938964844,444900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,294.8699951171875,297.6700134277344,293.6099853515625,295.5,406100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,295.0,297.489990234375,291.94000244140625,293.25,341600.0,,,,,,,,,,
