Date,Open,High,Low,Close,Volume,"('Adj Close', 'XEL')","('Close', 'XEL')","('High', 'XEL')","('Low', 'XEL')","('Open', 'XEL')","('Volume', 'XEL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,61.83000183105469,63.5,61.709999084472656,63.470001220703125,4627600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,63.7400016784668,63.93000030517578,63.119998931884766,63.58000183105469,4538600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.619998931884766,64.25,63.220001220703125,63.72999954223633,3129300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,63.52999877929688,63.959999084472656,63.06999969482422,63.72999954223633,3531000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,63.650001525878906,63.70000076293945,63.209999084472656,63.58000183105469,3738900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,63.470001220703125,63.470001220703125,62.93999862670898,63.27000045776367,3510800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,63.209999084472656,63.220001220703125,62.45000076293945,62.720001220703125,3341200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,62.22999954223633,62.34000015258789,60.93999862670898,61.0,3825900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,61.34999847412109,61.65999984741211,61.060001373291016,61.310001373291016,2753600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,61.150001525878906,61.34999847412109,60.619998931884766,60.90999984741211,4354400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,60.40999984741211,61.0,59.68999862670898,60.09000015258789,4019600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,59.72999954223633,59.9900016784668,59.290000915527344,59.650001525878906,4447800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,59.66999816894531,59.90999984741211,59.18000030517578,59.47999954223633,3582400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,59.58000183105469,59.93999862670898,58.65999984741211,58.93000030517578,3858700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,59.0099983215332,59.34999847412109,58.75,59.18999862670898,4648400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,59.52000045776367,59.7599983215332,58.130001068115234,58.220001220703125,6092700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,59.0,59.2599983215332,57.72999954223633,58.88999938964844,6470000.0,,,,,,,,,,
