Date,Open,High,Low,Close,Volume,"('Adj Close', 'PII')","('Close', 'PII')","('High', 'PII')","('Low', 'PII')","('Open', 'PII')","('Volume', 'PII')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,94.12999725341795,96.3000030517578,93.29000091552734,94.36000061035156,565900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,92.73999786376952,92.97000122070312,90.08000183105467,90.33999633789062,681000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,89.98999786376953,90.12999725341795,88.0999984741211,88.18000030517578,836400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,87.54000091552734,90.8499984741211,87.54000091552734,89.16999816894531,1153000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,89.18000030517578,91.36000061035156,88.51000213623047,90.5999984741211,672000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,89.61000061035156,91.36000061035156,89.43000030517578,89.88999938964844,626200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,89.88999938964844,91.0999984741211,89.87000274658203,90.47000122070312,514900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,90.12999725341795,91.38999938964844,88.12999725341797,88.62000274658203,486900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,89.16000366210938,90.97000122070312,87.94000244140625,88.16000366210938,645400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,87.44000244140625,88.38999938964844,86.08999633789062,88.0,555200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,90.1999969482422,91.45999908447266,89.0999984741211,89.80000305175781,733400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,90.20999908447266,91.06999969482422,89.13999938964844,90.95999908447266,682800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,92.02999877929688,94.41999816894533,91.18000030517578,93.56999969482422,834000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,94.16000366210938,96.05999755859376,93.77999877929688,95.44000244140624,718800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,96.4000015258789,96.97000122070312,93.72000122070312,93.91000366210938,867200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,94.69000244140624,95.0,91.91999816894533,92.19000244140624,785700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,92.37000274658205,92.37000274658205,89.98999786376953,91.77999877929688,791000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,92.72000122070312,93.5500030517578,91.20999908447266,91.37000274658205,671900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,91.12999725341795,92.97000122070312,90.3499984741211,92.70999908447266,881100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,86.0,91.98999786376952,85.62999725341797,89.19999694824219,1937100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,89.2300033569336,93.41999816894533,88.58999633789062,89.95999908447266,1753500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,90.91000366210938,91.79000091552734,88.72000122070312,90.63999938964844,1254800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,90.29000091552734,91.5999984741211,88.4800033569336,90.44000244140624,1004100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,89.26000213623047,89.6500015258789,87.87000274658203,87.97000122070312,732700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,87.68000030517578,89.22000122070312,87.68000030517578,88.75,517500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,88.94000244140625,90.2300033569336,87.68000030517578,90.19000244140624,563200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,90.69000244140624,91.54000091552734,89.45999908447266,90.91000366210938,590500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,90.93000030517578,91.7300033569336,90.08000183105467,91.05999755859376,766900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,91.05999755859376,94.13999938964844,90.83999633789062,93.41999816894533,467700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,89.76000213623047,90.76000213623048,89.16000366210938,89.79000091552734,588600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,90.77999877929688,91.43000030517578,89.66000366210938,90.8000030517578,343100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,91.5500030517578,93.31999969482422,91.5500030517578,92.93000030517578,420200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,91.94000244140624,93.02999877929688,91.6500015258789,92.0199966430664,649200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,91.70999908447266,92.9800033569336,90.52999877929688,92.91000366210938,509200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,92.38999938964844,93.11000061035156,91.47000122070312,92.7300033569336,418500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,92.94000244140624,93.83999633789062,92.20999908447266,92.27999877929688,338600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,92.5,92.98999786376952,91.76000213623048,92.56999969482422,377500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,92.37999725341795,93.37999725341795,90.9499969482422,91.13999938964844,450700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,92.0,93.18000030517578,91.16999816894533,92.23999786376952,402900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,91.45999908447266,93.61000061035156,91.0,92.86000061035156,493900.0,,,,,,,,,,
