Date,Open,High,Low,Close,Volume,"('Adj Close', 'SIEB')","('Close', 'SIEB')","('High', 'SIEB')","('Low', 'SIEB')","('Open', 'SIEB')","('Volume', 'SIEB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.6299999952316284,1.6699999570846558,1.6299999952316284,1.659999966621399,2500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.6100000143051147,1.659999966621399,1.6100000143051147,1.6200000047683716,1600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.5700000524520874,1.809999942779541,1.5700000524520874,1.7000000476837158,43100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.75,1.9299999475479128,1.75,1.840000033378601,43300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.870000004768372,1.919999957084656,1.870000004768372,1.8799999952316284,3800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.8200000524520876,1.8799999952316284,1.8200000524520876,1.870000004768372,1700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.8600000143051147,1.870000004768372,1.809999942779541,1.809999942779541,2200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.8200000524520876,1.840000033378601,1.7799999713897705,1.7799999713897705,3600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.809999942779541,1.8600000143051147,1.7599999904632568,1.850000023841858,5700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.75,1.7999999523162842,1.7300000190734863,1.75,14800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.7000000476837158,1.75,1.7000000476837158,1.75,4100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.7000000476837158,1.7599999904632568,1.7000000476837158,1.7000000476837158,11200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.850000023841858,1.850000023841858,1.7200000286102295,1.830000042915344,19500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.7400000095367432,1.830000042915344,1.7400000095367432,1.7799999713897705,5000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.75,1.75,1.7300000190734863,1.7300000190734863,21900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.7300000190734863,1.7999999523162842,1.590000033378601,1.7300000190734863,30200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.6699999570846558,1.809999942779541,1.6699999570846558,1.7599999904632568,4700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.7599999904632568,1.8200000524520876,1.7599999904632568,1.809999942779541,9300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.840000033378601,1.840000033378601,1.75,1.840000033378601,6100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.6200000047683716,1.7699999809265137,1.6200000047683716,1.75,1500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.7100000381469729,1.7100000381469729,1.6699999570846558,1.6699999570846558,5600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.6699999570846558,1.7300000190734863,1.6699999570846558,1.7100000381469729,2600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.7000000476837158,1.7100000381469729,1.6699999570846558,1.7100000381469729,4200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.75,1.75,1.6799999475479126,1.6799999475479126,900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.7599999904632568,1.7599999904632568,1.690000057220459,1.7200000286102295,4800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.7100000381469729,1.7799999713897705,1.690000057220459,1.7799999713897705,2100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.7200000286102295,1.7599999904632568,1.7000000476837158,1.7000000476837158,1000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.7000000476837158,1.7799999713897705,1.7000000476837158,1.7799999713897705,1800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.7799999713897705,1.830000042915344,1.7100000381469729,1.7200000286102295,8600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.6799999475479126,1.7000000476837158,1.6699999570846558,1.6699999570846558,6300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.7999999523162842,1.7999999523162842,1.659999966621399,1.7000000476837158,1400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,1.6699999570846558,1.7000000476837158,1.6699999570846558,1.7000000476837158,1500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,1.600000023841858,1.75,1.600000023841858,1.75,8000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,1.6699999570846558,1.75,1.6699999570846558,1.7400000095367432,8300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,1.6299999952316284,1.75,1.6299999952316284,1.7300000190734863,6700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,1.659999966621399,1.7400000095367432,1.649999976158142,1.649999976158142,12100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,1.6799999475479126,1.7000000476837158,1.649999976158142,1.6699999570846558,4300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,1.6299999952316284,1.7000000476837158,1.6299999952316284,1.6799999475479126,3500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,1.649999976158142,1.7200000286102295,1.649999976158142,1.659999966621399,2800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,1.7000000476837158,1.7000000476837158,1.6799999475479126,1.6799999475479126,3200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,1.649999976158142,1.690000057220459,1.649999976158142,1.690000057220459,6700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,1.7300000190734863,1.7999999523162842,1.7300000190734863,1.7999999523162842,36800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,1.7999999523162842,1.7999999523162842,1.75,1.7999999523162842,8200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,1.7999999523162842,1.7999999523162842,1.75,1.7999999523162842,5500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,1.7999999523162842,1.8200000524520876,1.7599999904632568,1.7899999618530271,7000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,1.7899999618530271,1.7899999618530271,1.75,1.7699999809265137,2800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,1.75,1.830000042915344,1.75,1.809999942779541,36400.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,1.8200000524520876,1.919999957084656,1.7699999809265137,1.899999976158142,46400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,1.8899999856948853,2.0199999809265137,1.809999942779541,1.909999966621399,56100.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,1.940000057220459,1.950000047683716,1.909999966621399,1.909999966621399,28300.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,1.940000057220459,1.950000047683716,1.919999957084656,1.940000057220459,11400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,1.919999957084656,1.940000057220459,1.840000033378601,1.840000033378601,32900.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,1.870000004768372,1.870000004768372,1.7999999523162842,1.7999999523162842,5500.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,1.8200000524520876,1.909999966621399,1.809999942779541,1.8899999856948853,10800.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,1.7999999523162842,1.8600000143051147,1.7799999713897705,1.830000042915344,3900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,1.8200000524520876,1.9900000095367432,1.809999942779541,1.950000047683716,100800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,1.950000047683716,1.9900000095367432,1.9299999475479128,1.9900000095367432,30800.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,1.9700000286102293,1.9900000095367432,1.919999957084656,1.9900000095367432,40800.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,1.9900000095367432,2.069999933242798,1.9900000095367432,2.059999942779541,27300.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,2.059999942779541,2.0999999046325684,2.0299999713897705,2.0999999046325684,44200.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,2.049999952316284,2.119999885559082,1.9600000381469729,2.109999895095825,34600.0,,,,,,,,,,
