Date,Open,High,Low,Close,Volume,"('Adj Close', 'KELYA')","('Close', 'KELYA')","('High', 'KELYA')","('Low', 'KELYA')","('Open', 'KELYA')","('Volume', 'KELYA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.540000915527344,22.07999992370605,21.32999992370605,22.030000686645508,285200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.049999237060547,22.43000030517578,21.299999237060547,21.309999465942383,196100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.440000534057617,21.520000457763672,20.82999992370605,20.899999618530277,196600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.76000022888184,20.979999542236328,20.40999984741211,20.43000030517578,146600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.38999938964844,20.549999237060547,20.200000762939453,20.46999931335449,152900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.270000457763672,20.270000457763672,19.920000076293945,19.950000762939453,146500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.88999938964844,20.149999618530277,19.739999771118164,20.1299991607666,165600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.07999992370605,20.420000076293945,19.96999931335449,20.399999618530277,219800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.59000015258789,20.690000534057617,20.15999984741211,20.290000915527344,166900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.280000686645508,20.40999984741211,20.030000686645508,20.149999618530277,166300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.020000457763672,20.229999542236328,19.989999771118164,20.170000076293945,100700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.299999237060547,20.36000061035156,20.13999938964844,20.280000686645508,84100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.420000076293945,20.520000457763672,20.100000381469727,20.350000381469727,102100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.459999084472656,20.780000686645508,20.459999084472656,20.75,154900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.940000534057617,21.0,20.559999465942383,20.559999465942383,115300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.75,20.93000030517578,20.6299991607666,20.82999992370605,122300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.020000457763672,21.149999618530277,20.790000915527344,20.959999084472656,113300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.11000061035156,21.200000762939453,20.649999618530277,20.93000030517578,655500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,20.959999084472656,21.020000457763672,20.729999542236328,20.920000076293945,159900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.76000022888184,21.100000381469727,20.76000022888184,20.8799991607666,365900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,20.770000457763672,20.96999931335449,20.549999237060547,20.549999237060547,191000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,20.68000030517578,20.86000061035156,20.549999237060547,20.86000061035156,138000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.690000534057617,20.82999992370605,20.540000915527344,20.61000061035156,89000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.43000030517578,21.049999237060547,20.36000061035156,21.020000457763672,241200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,21.07999992370605,21.75,21.07999992370605,21.209999084472656,231900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,21.280000686645508,21.46999931335449,20.81999969482422,20.90999984741211,132800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.82999992370605,21.32999992370605,20.700000762939453,21.290000915527344,150400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,21.149999618530277,21.290000915527344,20.86000061035156,21.26000022888184,161800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,21.21999931335449,21.709999084472656,21.21999931335449,21.559999465942383,137100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,21.209999084472656,21.38999938964844,20.6299991607666,20.809999465942383,219400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,21.01000022888184,21.459999084472656,20.940000534057617,21.459999084472656,148000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,22.0,23.270000457763672,21.809999465942383,23.030000686645508,489800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,22.809999465942383,23.280000686645508,22.739999771118164,23.0,214300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,23.0,23.549999237060547,22.920000076293945,23.5,284800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,23.530000686645508,23.6200008392334,23.209999084472656,23.61000061035156,255300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,23.5,23.68000030517578,23.38999938964844,23.59000015258789,256500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,23.5,23.809999465942383,23.489999771118164,23.790000915527344,209000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,23.6200008392334,24.030000686645508,23.520000457763672,24.0,219500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,23.959999084472656,24.71999931335449,23.81999969482422,24.5,374600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,24.36000061035156,24.600000381469727,24.1200008392334,24.299999237060547,364200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,24.51000022888184,24.63999938964844,24.229999542236328,24.530000686645508,282500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,24.549999237060547,24.68000030517578,24.21999931335449,24.6200008392334,418800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,24.75,25.049999237060547,24.239999771118164,24.32999992370605,260800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,24.280000686645508,24.459999084472656,23.8700008392334,23.90999984741211,284500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,24.1200008392334,24.25,23.88999938964844,24.1200008392334,155600.0,,,,,,,,,,
