Date,Open,High,Low,Close,Volume,"('Adj Close', 'OMI')","('Close', 'OMI')","('High', 'OMI')","('Low', 'OMI')","('Open', 'OMI')","('Volume', 'OMI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.07999992370605,19.43000030517578,18.770000457763672,19.25,769100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.959999084472656,19.3799991607666,18.549999237060547,18.96999931335449,1023700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.93000030517578,19.43000030517578,18.649999618530277,19.1299991607666,721400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.11000061035156,19.549999237060547,19.11000061035156,19.190000534057617,1244100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.26000022888184,19.549999237060547,18.93000030517578,19.299999237060547,629700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.06999969482422,19.450000762939453,18.86000061035156,19.309999465942383,1342700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.290000915527344,19.84000015258789,18.989999771118164,19.82999992370605,1099000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.739999771118164,19.88999938964844,19.450000762939453,19.600000381469727,525000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.88999938964844,19.88999938964844,19.13999938964844,19.40999984741211,403800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.1299991607666,19.1299991607666,18.13999938964844,18.440000534057617,518800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.07999992370605,18.68000030517578,18.040000915527344,18.489999771118164,578900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.530000686645508,18.84000015258789,18.239999771118164,18.709999084472656,349900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.799999237060547,19.0,18.450000762939453,18.68000030517578,543700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.950000762939453,19.780000686645508,18.780000686645508,19.709999084472656,775600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.100000381469727,20.170000076293945,19.36000061035156,19.61000061035156,558700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.959999084472656,19.959999084472656,19.40999984741211,19.6299991607666,621300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,19.8700008392334,20.309999465942383,19.549999237060547,20.13999938964844,627100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,20.350000381469727,20.46999931335449,19.790000915527344,20.0,504900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.96999931335449,20.26000022888184,19.57999992370605,20.26000022888184,690400.0,,,,,,,,,,
