Date,Open,High,Low,Close,Volume,"('Adj Close', 'SPB')","('Close', 'SPB')","('High', 'SPB')","('Low', 'SPB')","('Open', 'SPB')","('Volume', 'SPB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,79.25,80.76000213623047,79.25,80.20999908447266,559400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,79.75,79.7699966430664,76.83000183105469,76.87000274658203,665100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,76.76000213623047,77.02999877929688,75.6500015258789,76.1500015258789,677600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,76.18000030517578,76.91999816894531,75.83999633789062,76.25,546400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,76.2300033569336,77.76000213623047,75.81999969482422,77.37999725341797,481200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,76.69999694824219,79.11000061035156,76.69999694824219,78.98999786376953,389700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,78.62999725341797,79.1500015258789,78.08000183105469,78.52999877929688,343900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,78.08999633789062,78.97000122070312,77.12999725341797,78.38999938964844,316900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,78.83999633789062,78.95999908447266,77.66000366210938,77.81999969482422,373600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,78.0199966430664,78.7300033569336,77.69000244140625,78.36000061035156,366200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,77.68000030517578,78.66000366210938,77.66000366210938,77.83999633789062,308000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,78.12000274658203,78.66000366210938,77.94999694824219,78.16999816894531,388300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,78.33000183105469,78.52999877929688,77.2699966430664,78.0,343900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,78.02999877929688,79.29000091552734,78.02999877929688,78.7699966430664,320400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,75.5,79.33000183105469,75.5,78.61000061035156,361800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,78.80999755859375,78.95999908447266,77.62000274658203,77.68000030517578,307600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,78.38999938964844,79.61000061035156,78.38999938964844,79.54000091552734,318900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,79.91000366210938,80.70999908447266,79.63999938964844,80.55000305175781,315900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,80.72000122070312,81.2300033569336,80.6500015258789,81.16000366210938,422300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,80.83000183105469,81.69000244140625,80.25,80.2699966430664,307900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,80.11000061035156,80.94000244140625,78.55000305175781,78.62000274658203,377700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,78.91000366210938,79.68000030517578,78.51000213623047,79.44000244140625,449300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,79.11000061035156,79.47000122070312,78.37000274658203,78.8499984741211,380600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,78.55999755859375,79.86000061035156,77.7300033569336,79.54000091552734,280000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,79.56999969482422,80.19999694824219,79.27999877929688,79.47000122070312,425800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,79.52999877929688,80.86000061035156,79.44000244140625,79.97000122070312,619000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,81.58000183105469,87.98999786376953,81.22000122070312,86.0999984741211,742300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,85.93000030517578,86.69999694824219,84.30000305175781,85.86000061035156,417200.0,,,,,,,,,,
