Date,Open,High,Low,Close,Volume,"('Adj Close', 'APG')","('Close', 'APG')","('High', 'APG')","('Low', 'APG')","('Open', 'APG')","('Volume', 'APG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.279998779296875,34.4900016784668,32.810001373291016,32.880001068115234,1504100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.530000686645508,31.530000686645508,30.520000457763672,30.690000534057617,5882300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.6200008392334,31.0,30.26000022888184,30.600000381469727,2649700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.559999465942383,31.11000061035156,30.530000686645508,30.989999771118164,2439100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.030000686645508,31.76000022888184,30.899999618530277,31.739999771118164,1604800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,31.25,31.350000381469727,30.790000915527344,30.899999618530277,1230600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,30.850000381469727,31.239999771118164,30.75,31.190000534057617,1713800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,31.1200008392334,31.459999084472656,30.88999938964844,31.459999084472656,1501800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,31.774999618530277,31.8700008392334,31.399999618530277,31.51000022888184,1223500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.34000015258789,31.549999237060547,31.170000076293945,31.5,1292900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.190000534057617,31.46999931335449,31.15999984741211,31.450000762939453,932900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.770000457763672,31.84000015258789,31.26000022888184,31.790000915527344,1185300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,31.899999618530277,32.0,31.270000457763672,31.8799991607666,985900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.209999084472656,32.439998626708984,32.1349983215332,32.31999969482422,1011000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.619998931884766,32.720001220703125,31.61000061035156,32.04999923706055,987000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.40999984741211,32.40999984741211,31.57999992370605,31.600000381469727,786700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.279998779296875,32.400001525878906,31.799999237060547,32.06999969482422,988100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,32.189998626708984,32.40999984741211,32.04999923706055,32.29999923706055,959300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,32.29999923706055,32.459999084472656,32.040000915527344,32.33000183105469,1398200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,32.150001525878906,32.53499984741211,32.11000061035156,32.4900016784668,792000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,32.470001220703125,32.470001220703125,31.489999771118164,31.520000457763672,1050200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,31.809999465942383,33.255001068115234,31.80500030517578,33.11000061035156,1597100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,32.86000061035156,33.790000915527344,32.650001525878906,33.61000061035156,1047300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,32.939998626708984,33.400001525878906,32.779998779296875,33.310001373291016,1205200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,33.25,33.709999084472656,33.189998626708984,33.58000183105469,1340700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,33.75,34.23500061035156,33.47999954223633,34.150001525878906,1009400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,34.27000045776367,34.90999984741211,34.060001373291016,34.869998931884766,1463300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,34.779998779296875,35.39799880981445,34.63999938964844,35.189998626708984,1253000.0,,,,,,,,,,
