Date,Open,High,Low,Close,Volume,"('Adj Close', 'EARN')","('Close', 'EARN')","('High', 'EARN')","('Low', 'EARN')","('Open', 'EARN')","('Volume', 'EARN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.059999942779541,6.119999885559082,6.010000228881836,6.050000190734863,200000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.050000190734863,6.070000171661377,5.829999923706055,6.0,371800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.989999771118164,6.070000171661377,5.980000019073486,6.050000190734863,127400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.050000190734863,6.099999904632568,6.019999980926514,6.079999923706055,177700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.090000152587891,6.150000095367432,6.090000152587891,6.130000114440918,224300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.110000133514404,6.139999866485596,6.110000133514404,6.130000114440918,194800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.130000114440918,6.150000095367432,6.090000152587891,6.119999885559082,170100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.119999885559082,6.130000114440918,6.050000190734863,6.119999885559082,188200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.150000095367432,6.159999847412109,6.099999904632568,6.119999885559082,209200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.119999885559082,6.159999847412109,6.0,6.139999866485596,185600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.090000152587891,6.119999885559082,6.059999942779541,6.119999885559082,178900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.150000095367432,6.150000095367432,6.059999942779541,6.090000152587891,266300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.119999885559082,6.139999866485596,6.0,6.110000133514404,236900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.150000095367432,6.159999847412109,6.070000171661377,6.090000152587891,129700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.110000133514404,6.150000095367432,6.079999923706055,6.139999866485596,200000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.139999866485596,6.190000057220459,6.119999885559082,6.150000095367432,299400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.190000057220459,6.199999809265137,6.139999866485596,6.159999847412109,291500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.199999809265137,6.230000019073486,6.190000057220459,6.190000057220459,401000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.239999771118164,6.25,6.179999828338623,6.239999771118164,471700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.110000133514404,6.170000076293945,6.03000020980835,6.03000020980835,255900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.03000020980835,6.079999923706055,5.960000038146973,5.989999771118164,307700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.039999961853027,6.110000133514404,5.920000076293945,6.090000152587891,260300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.039999961853027,6.139999866485596,6.019999980926514,6.099999904632568,177400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.079999923706055,6.079999923706055,5.860000133514404,5.929999828338623,448800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.929999828338623,5.960000038146973,5.829999923706055,5.849999904632568,375200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.829999923706055,5.860000133514404,5.539999961853027,5.550000190734863,543600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.599999904632568,5.710000038146973,5.559999942779541,5.710000038146973,235600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.71999979019165,5.760000228881836,5.639999866485596,5.690000057220459,444900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.710000038146973,5.840000152587891,5.699999809265137,5.829999923706055,278500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.739999771118164,5.739999771118164,5.610000133514404,5.630000114440918,318100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.659999847412109,5.71999979019165,5.579999923706055,5.71999979019165,158200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.769999980926514,5.900000095367432,5.760000228881836,5.889999866485596,157800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.880000114440918,5.960000038146973,5.809999942779541,5.920000076293945,129700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.960000038146973,5.980000019073486,5.869999885559082,5.980000019073486,232500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.96999979019165,6.0,5.929999828338623,5.980000019073486,109600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.980000019073486,6.039999961853027,5.940000057220459,6.019999980926514,194600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,6.010000228881836,6.110000133514404,5.980000019073486,6.079999923706055,178700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,6.070000171661377,6.119999885559082,6.010000228881836,6.039999961853027,240800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,6.070000171661377,6.079999923706055,5.960000038146973,6.0,274000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,5.929999828338623,5.949999809265137,5.880000114440918,5.889999866485596,227700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,5.909999847412109,6.0,5.880000114440918,5.949999809265137,168300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,5.989999771118164,6.010000228881836,5.909999847412109,5.989999771118164,179100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,6.03000020980835,6.03000020980835,5.929999828338623,5.949999809265137,159600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,5.949999809265137,6.019999980926514,5.949999809265137,5.989999771118164,104500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,6.010000228881836,6.079999923706055,6.0,6.050000190734863,180700.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,6.099999904632568,6.230000019073486,6.099999904632568,6.230000019073486,480000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,6.25,6.369999885559082,6.190000057220459,6.190000057220459,392000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,6.190000057220459,6.309999942779541,6.190000057220459,6.260000228881836,270000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,6.25,6.329999923706055,6.21999979019165,6.329999923706055,175900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,6.329999923706055,6.420000076293945,6.309999942779541,6.349999904632568,224700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,6.389999866485596,6.389999866485596,6.25,6.309999942779541,345600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,6.309999942779541,6.440000057220459,6.28000020980835,6.389999866485596,270500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,6.420000076293945,6.550000190734863,6.380000114440918,6.53000020980835,324700.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,6.5,6.639999866485596,6.46999979019165,6.639999866485596,242400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,6.630000114440918,6.849999904632568,6.599999904632568,6.809999942779541,366200.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,6.800000190734863,6.860000133514404,6.710000038146973,6.760000228881836,229200.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,6.78000020980835,6.809999942779541,6.730000019073486,6.78000020980835,193100.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,6.78000020980835,7.010000228881836,6.78000020980835,6.989999771118164,431600.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,7.019999980926514,7.019999980926514,6.760000228881836,6.760000228881836,361800.0,,,,,,,,,,
