Date,Open,High,Low,Close,Volume,"('Adj Close', 'MMC')","('Close', 'MMC')","('High', 'MMC')","('Low', 'MMC')","('Open', 'MMC')","('Volume', 'MMC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,189.2700042724609,190.8800048828125,188.8500061035156,190.1699981689453,1861200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,190.7899932861328,191.8500061035156,190.25,191.32000732421875,2035100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,192.1100006103516,193.4600067138672,191.2899932861328,191.4900054931641,1557800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,191.8699951171875,192.42999267578125,189.1199951171875,190.83999633789065,1779900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,189.9600067138672,191.69000244140625,188.9199981689453,191.6000061035156,1507600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,190.3500061035156,191.13999938964844,188.97000122070312,191.08999633789065,1329300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,190.94000244140625,192.58999633789065,190.5200042724609,192.44000244140625,1541700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,192.7100067138672,193.9900054931641,192.25,192.8600006103516,1401000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,193.8500061035156,196.44000244140625,193.6699981689453,195.94000244140625,1699100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,195.9199981689453,197.1300048828125,195.1300048828125,195.6499938964844,1634900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,195.9499969482422,198.92999267578125,195.47000122070312,196.33999633789065,1747400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,194.7899932861328,198.6699981689453,193.50999450683597,198.47999572753903,2002200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,199.5200042724609,200.32000732421875,198.00999450683597,199.1000061035156,2161400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,199.1300048828125,199.52999877929688,197.92999267578125,198.44000244140625,2738000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,198.82000732421875,200.00999450683597,198.72999572753903,199.1199951171875,1529400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,199.1000061035156,199.6000061035156,197.9199981689453,198.69000244140625,1735100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,191.5,192.3800048828125,188.30999755859372,191.08999633789065,3405500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,190.47000122070312,193.0399932861328,189.6300048828125,192.9900054931641,2073600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,192.6300048828125,192.91000366210935,189.8999938964844,190.9900054931641,2257600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,191.1499938964844,193.13999938964844,190.50999450683597,193.02999877929688,2737700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,193.7700042724609,195.7100067138672,193.32000732421875,193.83999633789065,3519700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,192.67999267578125,193.80999755859372,190.41000366210935,193.7400054931641,1705300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,194.3500061035156,195.5,193.1499938964844,193.3600006103516,1742500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,193.3999938964844,193.5200042724609,191.8699951171875,192.2400054931641,1894100.0,,,,,,,,,,
