Date,Open,High,Low,Close,Volume,"('Adj Close', 'RNG')","('Close', 'RNG')","('High', 'RNG')","('Low', 'RNG')","('Open', 'RNG')","('Volume', 'RNG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,33.369998931884766,33.650001525878906,32.36000061035156,32.560001373291016,960700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.600000381469727,31.920000076293945,30.940000534057617,31.0,1854700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.940000534057617,31.520000457763672,30.739999771118164,31.059999465942383,2000400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,31.07999992370605,31.65999984741211,30.96999931335449,31.040000915527344,1018400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.239999771118164,32.66999816894531,31.149999618530277,32.36000061035156,1192000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.0,32.959999084472656,31.88999938964844,32.66999816894531,1347900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,32.77000045776367,33.45000076293945,32.619998931884766,33.279998779296875,1089800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,33.5,33.7400016784668,32.52000045776367,33.11000061035156,1061600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.33000183105469,33.939998626708984,32.900001525878906,33.060001373291016,678300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.61000061035156,33.2599983215332,32.0099983215332,33.060001373291016,1983900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.439998626708984,33.33000183105469,32.130001068115234,33.27000045776367,1375200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,33.939998626708984,33.939998626708984,32.58000183105469,33.5,919200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.77000045776367,34.529998779296875,33.290000915527344,34.439998626708984,951500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,34.880001068115234,36.27999877929688,34.56999969482422,35.34000015258789,1129000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,35.810001373291016,36.52000045776367,35.41999816894531,36.150001525878906,873000.0,,,,,,,,,,
