Date,Open,High,Low,Close,Volume,"('Adj Close', 'DZSI')","('Close', 'DZSI')","('High', 'DZSI')","('Low', 'DZSI')","('Open', 'DZSI')","('Volume', 'DZSI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.9299999475479128,1.9700000286102293,1.75,1.7599999904632568,222900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.7000000476837158,1.8799999952316284,1.600000023841858,1.6799999475479126,207000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.6799999475479126,1.7899999618530271,1.600000023841858,1.649999976158142,138500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.5800000429153442,1.6699999570846558,1.5099999904632568,1.559999942779541,1904700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.5,1.9800000190734863,1.5,1.950000047683716,511700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.870000004768372,1.870000004768372,1.659999966621399,1.7300000190734863,364500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.7300000190734863,1.8799999952316284,1.6699999570846558,1.840000033378601,254700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.840000033378601,1.840000033378601,1.6399999856948853,1.659999966621399,129200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.690000057220459,1.7300000190734863,1.649999976158142,1.659999966621399,122200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.649999976158142,1.6799999475479126,1.4900000095367432,1.5,384000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.5099999904632568,1.649999976158142,1.4600000381469729,1.590000033378601,205200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.600000023841858,1.6399999856948853,1.5199999809265137,1.5700000524520874,69000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.600000023841858,1.6799999475479126,1.5299999713897705,1.6699999570846558,91500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.6699999570846558,1.6799999475479126,1.6100000143051147,1.659999966621399,80300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.6799999475479126,1.690000057220459,1.6100000143051147,1.6299999952316284,43700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.690000057220459,1.7400000095367432,1.6299999952316284,1.6399999856948853,141800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.649999976158142,1.7000000476837158,1.600000023841858,1.6799999475479126,58100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.649999976158142,1.7100000381469729,1.649999976158142,1.690000057220459,64600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.6799999475479126,1.75,1.659999966621399,1.75,211200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.75,1.75,1.649999976158142,1.690000057220459,83700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.649999976158142,1.6799999475479126,1.559999942779541,1.559999942779541,165100.0,,,,,,,,,,
