Date,Open,High,Low,Close,Volume,"('Adj Close', 'CXT')","('Close', 'CXT')","('High', 'CXT')","('Low', 'CXT')","('Open', 'CXT')","('Volume', 'CXT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.47999954223633,57.369998931884766,56.11000061035156,57.09000015258789,472300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,56.84000015258789,56.84000015258789,54.34999847412109,54.38999938964844,441800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.400001525878906,54.95000076293945,53.90999984741211,53.9900016784668,749500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,53.630001068115234,54.58000183105469,53.5099983215332,54.22999954223633,417300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,54.380001068115234,55.119998931884766,54.220001220703125,55.040000915527344,209900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,54.5099983215332,54.66999816894531,54.15999984741211,54.45000076293945,201200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,54.369998931884766,55.040000915527344,54.130001068115234,55.02000045776367,223700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,55.0,55.619998931884766,54.310001373291016,55.59999847412109,306500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,56.130001068115234,56.18000030517578,55.06999969482422,55.41999816894531,220600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,55.08000183105469,55.08000183105469,54.150001525878906,54.52000045776367,269200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,53.91999816894531,55.06999969482422,53.72999954223633,54.93000030517578,318400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,55.77000045776367,56.52000045776367,55.16999816894531,55.79999923706055,325000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,56.25,57.43999862670898,55.27999877929688,57.400001525878906,429800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,57.720001220703125,58.81999969482422,57.720001220703125,58.77000045776367,389000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,58.79999923706055,58.81999969482422,57.97999954223633,58.70000076293945,325400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,59.04999923706055,59.04999923706055,57.25,57.709999084472656,318900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.470001220703125,58.88999938964844,57.52999877929688,58.29999923706055,243900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,58.630001068115234,58.70000076293945,57.84999847412109,58.02000045776367,250500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,57.86000061035156,58.36000061035156,57.66999816894531,58.20000076293945,196800.0,,,,,,,,,,
