Date,Open,High,Low,Close,Volume,"('Adj Close', 'CCLD')","('Close', 'CCLD')","('High', 'CCLD')","('Low', 'CCLD')","('Open', 'CCLD')","('Volume', 'CCLD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.5,2.039999961853028,1.5,1.7799999713897705,313100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.7699999809265137,1.809999942779541,1.6399999856948853,1.7100000381469729,60800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.7100000381469729,1.7100000381469729,1.6100000143051147,1.649999976158142,49900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.6399999856948853,1.6399999856948853,1.409999966621399,1.4500000476837158,58800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.4199999570846558,1.4900000095367432,1.4199999570846558,1.4500000476837158,40900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.440000057220459,1.5,1.4199999570846558,1.4299999475479126,13100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.4299999475479126,1.4780000448226929,1.409999966621399,1.440000057220459,23800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.409999966621399,1.4600000381469729,1.25,1.2999999523162842,58900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.2699999809265137,1.4199999570846558,1.2610000371932983,1.3700000047683716,78700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.3899999856948853,1.4700000286102295,1.25,1.4299999475479126,48100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.4299999475479126,1.4299999475479126,1.399999976158142,1.4299999475479126,4700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.4700000286102295,1.4700000286102295,1.309999942779541,1.3799999952316284,26900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.350000023841858,1.409999966621399,1.350000023841858,1.3799999952316284,17600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.3799999952316284,1.4199999570846558,1.2300000190734863,1.3200000524520874,113300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.3700000047683716,1.3700000047683716,1.2100000381469729,1.2599999904632568,81400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.2000000476837158,1.309999942779541,1.2000000476837158,1.2699999809265137,35100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.281999945640564,1.3200000524520874,1.2699999809265137,1.309999942779541,14400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.309999942779541,1.399999976158142,1.2899999618530271,1.3350000381469729,46500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.350000023841858,1.5,1.2999999523162842,1.4950000047683716,68100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.5,1.5499999523162842,1.3300000429153442,1.3700000047683716,71900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.3600000143051147,1.3799999952316284,1.309999942779541,1.3200000524520874,22000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.3799999952316284,1.4149999618530271,1.2300000190734863,1.2799999713897705,39400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.2300000190734863,1.2649999856948853,1.1799999475479126,1.2200000286102295,80800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.190000057220459,1.2369999885559082,1.1299999952316284,1.1799999475479126,45200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.159999966621399,1.3200000524520874,1.149999976158142,1.2000000476837158,41100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.1699999570846558,1.2400000095367432,1.1299999952316284,1.1699999570846558,40800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.2000000476837158,1.309999942779541,1.2000000476837158,1.2400000095367432,19600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.25,1.4290000200271606,1.2300000190734863,1.3300000429153442,66900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.309999942779541,1.4900000095367432,1.2999999523162842,1.4600000381469729,60300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.149999976158142,1.3600000143051147,1.149999976158142,1.309999942779541,169900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.35099995136261,1.4500000476837158,1.340000033378601,1.4299999475479126,41500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,1.4600000381469729,1.4600000381469729,1.3200000524520874,1.3700000047683716,38400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,1.350000023841858,1.4900000095367432,1.350000023841858,1.409999966621399,55300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,1.3600000143051147,1.600000023841858,1.3600000143051147,1.5299999713897705,132500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,1.5099999904632568,1.5920000076293943,1.5,1.5099999904632568,36700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,1.5399999618530271,1.5700000524520874,1.3799999952316284,1.4199999570846558,39300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,1.4199999570846558,1.4259999990463257,1.2999999523162842,1.3300000429153442,34000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,1.309999942779541,1.440000057220459,1.309999942779541,1.350000023841858,58900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,1.3200000524520874,1.4800000190734863,1.309999942779541,1.4500000476837158,63300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,1.409999966621399,1.4579999446868896,1.3600000143051147,1.4199999570846558,53600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,1.4299999475479126,1.4600000381469729,1.340000033378601,1.3700000047683716,28800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,1.3700000047683716,1.3899999856948853,1.309999942779541,1.350000023841858,96800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,1.3300000429153442,1.409999966621399,1.3200000524520874,1.3600000143051147,38700.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,1.309999942779541,1.3600000143051147,1.2699999809265137,1.2999999523162842,44800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,1.2799999713897705,1.3300000429153442,1.2799999713897705,1.3300000429153442,24200.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,1.309999942779541,1.340000033378601,1.2799999713897705,1.3300000429153442,29200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,1.309999942779541,1.3949999809265137,1.2799999713897705,1.340000033378601,83200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,1.340000033378601,1.3799999952316284,1.2899999618530271,1.2999999523162842,52500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,1.2999999523162842,1.3179999589920044,1.25,1.2699999809265137,42600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,1.2599999904632568,1.3200000524520874,1.2599999904632568,1.3200000524520874,45500.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,1.3200000524520874,1.3300000429153442,1.2999999523162842,1.3300000429153442,37100.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,1.3300000429153442,1.3700000047683716,1.2599999904632568,1.2599999904632568,92000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,1.2999999523162842,1.2999999523162842,1.2100000381469729,1.2450000047683716,31800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,1.2599999904632568,1.277999997138977,1.2100000381469729,1.2100000381469729,26000.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,1.2100000381469729,1.2400000095367432,1.1699999570846558,1.190000057220459,67700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,1.2200000286102295,1.25,1.090000033378601,1.1100000143051147,141800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,1.2000000476837158,1.2000000476837158,1.1299999952316284,1.149999976158142,54500.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,1.2200000286102295,1.2300000190734863,1.1519999504089355,1.2100000381469729,69800.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,1.190000057220459,1.2200000286102295,1.149999976158142,1.159999966621399,22200.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,1.2300000190734863,1.2300000190734863,1.1399999856948853,1.1799999475479126,36700.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,1.1799999475479126,1.184999942779541,1.149999976158142,1.159999966621399,14500.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,1.1200000047683716,1.1699999570846558,1.1100000143051147,1.149999976158142,33100.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,1.159999966621399,1.2869999408721924,1.159999966621399,1.190000057220459,68600.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,1.190000057220459,1.190000057220459,1.149999976158142,1.1799999475479126,17400.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,1.184999942779541,1.2000000476837158,1.1710000038146973,1.2000000476837158,9600.0,,,,,,,,,,
