Date,Open,High,Low,Close,Volume,"('Adj Close', 'ICUI')","('Close', 'ICUI')","('High', 'ICUI')","('Low', 'ICUI')","('Open', 'ICUI')","('Volume', 'ICUI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,98.68000030517578,104.0,98.13999938964844,101.58000183105467,317400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,100.0,100.02999877929688,94.06999969482422,95.37999725341795,379800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,95.1999969482422,98.13999938964844,94.83000183105467,96.97000122070312,426600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,96.13999938964844,99.51000213623048,94.12000274658205,97.62000274658205,253700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,96.88999938964844,101.06999969482422,96.8000030517578,99.44000244140624,342400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,97.7300033569336,99.45999908447266,95.76000213623048,95.97000122070312,375700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,95.97000122070312,96.6999969482422,93.5999984741211,94.05999755859376,316000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,93.2699966430664,94.27999877929688,91.73999786376952,93.0999984741211,348400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,94.5,95.91000366210938,94.16000366210938,95.51000213623048,281300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,94.12999725341795,94.94000244140624,92.47000122070312,93.2300033569336,171300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,91.18000030517578,93.16000366210938,91.18000030517578,93.06999969482422,215500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,93.98999786376952,95.45999908447266,92.80999755859376,95.26000213623048,242700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,95.83999633789062,95.9499969482422,92.88999938964844,94.36000061035156,163500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,95.29000091552734,99.88999938964844,94.91999816894533,97.05999755859376,219100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,98.62999725341795,98.75,93.91999816894533,95.7699966430664,142700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,97.30999755859376,97.37999725341795,93.12999725341795,93.12999725341795,117800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,94.41000366210938,96.11000061035156,94.2699966430664,95.76000213623048,144100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,96.31999969482422,97.5199966430664,95.05999755859376,95.61000061035156,161400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,95.0,96.25,93.37999725341795,96.11000061035156,270700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,94.91999816894533,95.0999984741211,93.0,93.33999633789062,165000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,93.5500030517578,94.27999877929688,91.51000213623048,91.52999877929688,256600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,91.9800033569336,92.9000015258789,88.73999786376953,92.87999725341795,245100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,91.48999786376952,91.73999786376952,88.72000122070312,91.04000091552734,172800.0,,,,,,,,,,
