Date,Open,High,Low,Close,Volume,"('Adj Close', 'DAL')","('Close', 'DAL')","('High', 'DAL')","('Low', 'DAL')","('Open', 'DAL')","('Volume', 'DAL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,39.970001220703125,40.93999862670898,39.56999969482422,40.45000076293945,9483800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,39.65999984741211,39.79999923706055,38.66999816894531,38.7400016784668,11846200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.7400016784668,39.68000030517578,38.65999984741211,39.20000076293945,8355800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,39.150001525878906,40.7400016784668,39.060001373291016,40.540000915527344,11055300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,41.22999954223633,42.09999847412109,41.11000061035156,41.630001068115234,11967400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.400001525878906,42.38999938964844,41.290000915527344,42.31999969482422,11894000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,42.22999954223633,42.52000045776367,41.97999954223633,42.11000061035156,10255600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.84999847412109,42.369998931884766,41.47999954223633,42.2599983215332,10485200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.150001525878906,40.7599983215332,38.380001068115234,38.470001220703125,42208000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,38.13999938964844,38.18999862670898,36.34000015258789,37.470001220703125,27511600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.29999923706055,37.970001220703125,36.9900016784668,37.13999938964844,11165800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.29999923706055,38.27999877929688,37.150001525878906,38.09000015258789,13540800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.18000030517578,38.25,36.68999862670898,37.27999877929688,19101400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,37.65999984741211,38.18000030517578,36.97999954223633,36.97999954223633,11661700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,38.060001373291016,38.970001220703125,37.66999816894531,38.0099983215332,15332500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,38.400001525878906,38.70000076293945,38.02999877929688,38.18999862670898,9694900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,39.04999923706055,40.310001373291016,39.0099983215332,40.18000030517578,19386400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,40.2599983215332,40.56999969482422,39.59000015258789,39.630001068115234,8126600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,39.619998931884766,40.16999816894531,39.34000015258789,40.09000015258789,7247500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,39.59000015258789,40.02999877929688,39.40999984741211,39.52000045776367,6610800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,39.38999938964844,39.75,38.880001068115234,39.13999938964844,8183300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,39.40999984741211,39.810001373291016,38.59999847412109,39.7599983215332,9865500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,39.45000076293945,40.130001068115234,39.15999984741211,39.97999954223633,7512800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,39.43999862670898,39.54999923706055,38.959999084472656,39.2400016784668,7931900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,39.2599983215332,40.27999877929688,39.040000915527344,40.18000030517578,7579200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,40.310001373291016,40.41999816894531,39.790000915527344,40.209999084472656,6544000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,40.29999923706055,40.4900016784668,39.54999923706055,40.34999847412109,7611500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,40.52000045776367,40.869998931884766,39.959999084472656,40.5099983215332,7769400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,40.31999969482422,40.93999862670898,40.27999877929688,40.58000183105469,6677300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,39.84000015258789,40.09999847412109,39.36000061035156,40.0099983215332,8855300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,40.380001068115234,41.130001068115234,39.95000076293945,40.84000015258789,8961800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,41.18999862670898,41.41999816894531,40.79999923706055,41.0,7291500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,40.54999923706055,40.630001068115234,39.97999954223633,40.119998931884766,7670800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,39.970001220703125,40.88999938964844,39.84000015258789,40.59999847412109,8190900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,40.5,40.97999954223633,40.119998931884766,40.7599983215332,5918300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,41.0,42.38999938964844,40.93999862670898,42.119998931884766,12389000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,41.970001220703125,42.0099983215332,41.43999862670898,41.720001220703125,9103400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,41.7599983215332,42.18999862670898,41.630001068115234,41.790000915527344,7783300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,42.06999969482422,42.2599983215332,41.7599983215332,41.97999954223633,7119400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,41.52000045776367,42.119998931884766,41.5,42.0099983215332,7376400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,42.16999816894531,42.70000076293945,41.9900016784668,42.27000045776367,10294100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,42.20000076293945,42.33000183105469,41.52999877929688,42.15999984741211,5331100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,41.88999938964844,42.459999084472656,41.209999084472656,41.56999969482422,8206500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,41.25,41.869998931884766,41.16999816894531,41.79999923706055,7123200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,41.97999954223633,42.2599983215332,41.72999954223633,42.02000045776367,6435500.0,,,,,,,,,,
