Date,Open,High,Low,Close,Volume,"('Adj Close', 'HRTX')","('Close', 'HRTX')","('High', 'HRTX')","('Low', 'HRTX')","('Open', 'HRTX')","('Volume', 'HRTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.6799999475479126,1.950000047683716,1.659999966621399,1.8899999856948853,3986200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.870000004768372,1.870000004768372,1.7100000381469729,1.7100000381469729,1710400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.7300000190734863,1.7999999523162842,1.6799999475479126,1.7300000190734863,1719700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.7300000190734863,1.8200000524520876,1.690000057220459,1.7699999809265137,1719100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.9600000381469729,2.119999885559082,1.7699999809265137,2.0899999141693115,13279400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.0799999237060547,2.319999933242798,2.039999961853028,2.259999990463257,6720500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.25,2.3499999046325684,2.1700000762939453,2.2300000190734863,2869500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.2100000381469727,2.2300000190734863,2.0799999237060547,2.150000095367432,2159400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.1700000762939453,2.380000114440918,2.119999885559082,2.150000095367432,2260300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.150000095367432,2.2799999713897705,2.059999942779541,2.200000047683716,2261800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.2100000381469727,2.220000028610229,2.059999942779541,2.200000047683716,2948000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.2100000381469727,2.2100000381469727,2.0199999809265137,2.0899999141693115,2130600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.069999933242798,2.0999999046325684,1.9700000286102293,2.0899999141693115,2174400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.1600000858306885,2.369999885559082,2.150000095367432,2.3399999141693115,6295400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.3399999141693115,2.440000057220459,2.190000057220459,2.200000047683716,4080800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.3299999237060547,2.619999885559082,2.2799999713897705,2.619999885559082,16118600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.619999885559082,2.759999990463257,2.539999961853028,2.680000066757202,5449600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.720000028610229,2.740000009536743,2.430000066757202,2.490000009536743,5087600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.509999990463257,2.609999895095825,2.3399999141693115,2.5299999713897705,2809300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.559999942779541,2.630000114440918,2.4200000762939453,2.490000009536743,2734300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.450000047683716,2.609999895095825,2.390000104904175,2.4100000858306885,1733500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.4200000762939453,2.430000066757202,2.289999961853028,2.400000095367432,2392700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.400000095367432,2.400000095367432,2.289999961853028,2.390000104904175,1641800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.369999885559082,2.369999885559082,2.1600000858306885,2.2300000190734863,1965200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.2300000190734863,2.380000114440918,2.2100000381469727,2.319999933242798,1562700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.3499999046325684,2.3499999046325684,2.240000009536743,2.259999990463257,1384500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.259999990463257,2.359999895095825,2.2100000381469727,2.3499999046325684,1195900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.380000114440918,2.5199999809265137,2.3399999141693115,2.430000066757202,2297800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.440000057220459,2.720000028610229,2.440000057220459,2.630000114440918,3122100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.5799999237060547,2.5999999046325684,2.4200000762939453,2.509999990463257,2422900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.5299999713897705,2.7699999809265137,2.5299999713897705,2.720000028610229,2405000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.759999990463257,2.890000104904175,2.7100000381469727,2.880000114440918,3764700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.890000104904175,2.990000009536743,2.7799999713897705,2.869999885559082,1923300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.859999895095825,2.9600000381469727,2.799999952316284,2.869999885559082,1960600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.8299999237060547,2.8299999237060547,2.640000104904175,2.75,1584400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.75,2.7699999809265137,2.5999999046325684,2.619999885559082,1324300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.640000104904175,2.6700000762939453,2.539999961853028,2.5999999046325684,1404200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.5999999046325684,2.720000028610229,2.5,2.5999999046325684,1816100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.650000095367432,2.759999990463257,2.5799999237060547,2.740000009536743,1960200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.759999990463257,2.819999933242798,2.6600000858306885,2.700000047683716,1567500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,2.789999961853028,2.8299999237060547,2.640000104904175,2.6600000858306885,1635000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.690000057220459,2.690000057220459,2.549999952316284,2.609999895095825,2469000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,2.619999885559082,2.6600000858306885,2.490000009536743,2.559999942779541,1655000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,2.5199999809265137,2.5999999046325684,2.470000028610229,2.559999942779541,1198500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,2.5899999141693115,2.619999885559082,2.390000104904175,2.4800000190734863,2009900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,2.5,2.619999885559082,2.450000047683716,2.5899999141693115,1323800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,2.640000104904175,2.720000028610229,2.539999961853028,2.5999999046325684,1850600.0,,,,,,,,,,
