Date,Open,High,Low,Close,Volume,"('Adj Close', 'LKFN')","('Close', 'LKFN')","('High', 'LKFN')","('Low', 'LKFN')","('Open', 'LKFN')","('Volume', 'LKFN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,64.56999969482422,66.19000244140625,64.41000366210938,64.97000122070312,92300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,64.69999694824219,64.80000305175781,62.90999984741211,62.959999084472656,113000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.18999862670898,63.93999862670898,62.97999954223633,63.15999984741211,113200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.560001373291016,63.79999923706055,62.560001373291016,63.22999954223633,64300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,63.369998931884766,64.08000183105469,62.959999084472656,63.66999816894531,80700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,62.77999877929688,63.369998931884766,62.47999954223633,63.02999877929688,72100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,62.7599983215332,63.68999862670898,62.36000061035156,63.66999816894531,71100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.459999084472656,63.459999084472656,62.34999847412109,63.209999084472656,148600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.900001525878906,65.62999725341797,61.72999954223633,62.75,61400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,61.84999847412109,62.880001068115234,61.5099983215332,61.65999984741211,93400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,60.56999969482422,62.09000015258789,60.560001373291016,61.31999969482422,110000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,61.540000915527344,63.09999847412109,60.880001068115234,61.93000030517578,65400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,62.220001220703125,63.70000076293945,61.59000015258789,63.58000183105469,99600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,64.37999725341797,65.5199966430664,64.23999786376953,65.44000244140625,126500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,66.0,66.3499984741211,63.9900016784668,64.16999816894531,141800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,64.16999816894531,64.83999633789062,62.09999847412109,63.31999969482422,114300.0,,,,,,,,,,
