Date,Open,High,Low,Close,Volume,"('Adj Close', 'NNI')","('Close', 'NNI')","('High', 'NNI')","('Low', 'NNI')","('Open', 'NNI')","('Volume', 'NNI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,87.55999755859375,88.26000213623047,87.33999633789062,87.9000015258789,48600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,87.37999725341797,87.37999725341797,85.68000030517578,85.70999908447266,62600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,85.37000274658203,86.62000274658203,85.37000274658203,85.94999694824219,48900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,85.54000091552734,86.41999816894531,84.45999908447266,84.5199966430664,85900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,84.4800033569336,85.0,84.22000122070312,84.73999786376953,80000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,83.63999938964844,84.05999755859375,83.0999984741211,83.29000091552734,87200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,83.01000213623047,83.9800033569336,83.01000213623047,83.5,99400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,83.2300033569336,83.33000183105469,82.22000122070312,82.88999938964844,103300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,83.61000061035156,84.25,82.4800033569336,83.04000091552734,136800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,82.75,83.45999908447266,82.58000183105469,82.97000122070312,103800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,82.80000305175781,83.27999877929688,82.58999633789062,82.94000244140625,79200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,83.08999633789062,86.2300033569336,83.08999633789062,85.9000015258789,105700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,86.11000061035156,86.30000305175781,84.75,86.26000213623047,65900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,86.86000061035156,87.73999786376953,86.86000061035156,87.19999694824219,52500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,87.86000061035156,87.94000244140625,86.06999969482422,86.2300033569336,67100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,86.94000244140625,86.94000244140625,85.91999816894531,86.06999969482422,119200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,86.98999786376953,88.44999694824219,85.62000274658203,88.19999694824219,184800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,88.66000366210938,89.27999877929688,87.75,88.16000366210938,66400.0,,,,,,,,,,
