Date,Open,High,Low,Close,Volume,"('Adj Close', 'CCSI')","('Close', 'CCSI')","('High', 'CCSI')","('Low', 'CCSI')","('Open', 'CCSI')","('Volume', 'CCSI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.020000457763672,26.229999542236328,24.600000381469727,24.670000076293945,166200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.440000534057617,24.46999931335449,23.229999542236328,23.25,106800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,23.25,23.3700008392334,22.645000457763672,22.71999931335449,95500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.459999084472656,22.979999542236328,22.099000930786133,22.479999542236328,112400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.549999237060547,23.024999618530277,22.549999237060547,22.6200008392334,93000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.270000457763672,22.270000457763672,20.36000061035156,20.38999938964844,120200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.15999984741211,20.3129997253418,18.90999984741211,19.84000015258789,154700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.76000022888184,20.20499992370605,19.25,19.6200008392334,177600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.940000534057617,20.309999465942383,19.670000076293945,19.709999084472656,205100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.690000534057617,20.020000457763672,18.76000022888184,18.899999618530277,178200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.600000381469727,18.700000762939453,18.229999542236328,18.3799991607666,134500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.38999938964844,18.38999938964844,17.790000915527344,17.989999771118164,163100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.149999618530277,18.6200008392334,17.56999969482422,18.36000061035156,219700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.63999938964844,19.71999931335449,18.3799991607666,19.61000061035156,210500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.8799991607666,21.0,19.700000762939453,19.770000457763672,130600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.200000762939453,20.6200008392334,20.030000686645508,20.26000022888184,126200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,20.71999931335449,20.864999771118164,19.940000534057617,20.07999992370605,98200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.96999931335449,20.56999969482422,19.864999771118164,20.46999931335449,95700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,20.479999542236328,20.915000915527344,20.01000022888184,20.489999771118164,122000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.489999771118164,21.36000061035156,20.13999938964844,21.299999237060547,234700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.32999992370605,22.38999938964844,20.920000076293945,21.739999771118164,324400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.790000915527344,22.709999084472656,21.56999969482422,22.6200008392334,195100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,22.32999992370605,22.32999992370605,20.309999465942383,20.350000381469727,155400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,19.959999084472656,20.299999237060547,19.09000015258789,19.75,149600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,19.670000076293945,20.59000015258789,19.25,20.149999618530277,145200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.170000076293945,20.850000381469727,19.780000686645508,20.1299991607666,217700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.5,20.63999938964844,19.190000534057617,19.57999992370605,253700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,19.61000061035156,19.799999237060547,18.959999084472656,19.790000915527344,162100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,19.790000915527344,21.149999618530277,19.790000915527344,20.90999984741211,144400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,20.01000022888184,20.450000762939453,18.11000061035156,18.290000915527344,139200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,18.46999931335449,19.51000022888184,18.43000030517578,19.399999618530277,148600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,19.520000457763672,20.01000022888184,18.899999618530277,19.59000015258789,221300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,19.46999931335449,19.649999618530277,18.979999542236328,19.100000381469727,162200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,18.81999969482422,19.11000061035156,18.69499969482422,18.850000381469727,179800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,18.850000381469727,19.06999969482422,18.209999084472656,18.290000915527344,169200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,17.6200008392334,19.21199989318848,15.199999809265137,15.489999771118164,767600.0,,,,,,,,,,
