Date,Open,High,Low,Close,Volume,"('Adj Close', 'HLI')","('Close', 'HLI')","('High', 'HLI')","('Low', 'HLI')","('Open', 'HLI')","('Volume', 'HLI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,119.06999969482422,119.58000183105467,117.71499633789062,119.08999633789062,380700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,118.3000030517578,118.3000030517578,116.41999816894533,116.75,514100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,116.91000366210938,117.66999816894533,114.44000244140624,114.5999984741211,687900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,114.3000030517578,115.5500030517578,113.98999786376952,114.91000366210938,544200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,115.37000274658205,117.08000183105467,114.73999786376952,116.81999969482422,263700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,115.61000061035156,116.18499755859376,114.8949966430664,115.1500015258789,312400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,114.91999816894533,115.91000366210938,113.9800033569336,114.13999938964844,314500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,113.58000183105467,114.33999633789062,112.16500091552734,114.2300033569336,315000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,115.31999969482422,115.5199966430664,113.48999786376952,114.47000122070312,242700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,113.31999969482422,117.23500061035156,112.83999633789062,117.16000366210938,418500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,115.83999633789062,117.4000015258789,115.83999633789062,116.8000030517578,398900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,117.5500030517578,118.03500366210938,116.66999816894533,117.43000030517578,309000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,118.2300033569336,119.4800033569336,117.5,119.33999633789062,249000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,119.98999786376952,121.83999633789062,119.98999786376952,121.43000030517578,266800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,121.87999725341795,122.83000183105467,120.80699920654295,122.37999725341795,349100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,123.44000244140624,123.9800033569336,121.49500274658205,121.69000244140624,261700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,122.56999969482422,123.31999969482422,121.9499969482422,122.36000061035156,224300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,122.86000061035156,123.05999755859376,120.66500091552734,120.91999816894533,262800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,120.55999755859376,123.1500015258789,120.55999755859376,123.08000183105467,387300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,122.69000244140624,123.08999633789062,120.9250030517578,122.91000366210938,446800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,122.97000122070312,123.52999877929688,119.52999877929688,119.77999877929688,532300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,120.13999938964844,122.33999633789062,119.27999877929688,121.86000061035156,462200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,128.50999450683594,129.22000122070312,123.4499969482422,126.9000015258789,613900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,125.86000061035156,125.86000061035156,123.5199966430664,124.2699966430664,359000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,124.16999816894533,124.75,121.9499969482422,124.18000030517578,383600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,124.33999633789062,125.49500274658205,123.37999725341795,124.56999969482422,327300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,124.27999877929688,126.4499969482422,123.37999725341795,125.4000015258789,286300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,125.83000183105467,127.20999908447266,125.7699966430664,126.87000274658205,335300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,126.81999969482422,128.91000366210938,126.45999908447266,128.72999572753906,454100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,126.0199966430664,128.5500030517578,125.0500030517578,125.63999938964844,418300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,126.5999984741211,128.8300018310547,126.58000183105467,128.63999938964844,277200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,129.58999633789062,131.8000030517578,129.02000427246094,131.07000732421875,318600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,130.72000122070312,132.63499450683594,130.3249969482422,131.67999267578125,479300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,130.6199951171875,131.02000427246094,129.07200622558594,129.5800018310547,357800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,129.5399932861328,130.01499938964844,128.4600067138672,129.8800048828125,360400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,129.72000122070312,131.9600067138672,129.72000122070312,131.60000610351562,270700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,132.38999938964844,133.8000030517578,131.52999877929688,131.85000610351562,220100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,131.49000549316406,133.00999450683594,130.49000549316406,130.9499969482422,280000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,131.3300018310547,131.5800018310547,129.0449981689453,129.55999755859375,242300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,128.77999877929688,129.64999389648438,128.6199951171875,128.99000549316406,400200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,129.27000427246094,129.91000366210938,127.98999786376952,128.66000366210938,408400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,128.94000244140625,129.0850067138672,126.77999877929688,127.23999786376952,369500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,127.63999938964844,128.75,125.79000091552734,125.86000061035156,329100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,123.26000213623048,126.04000091552734,123.26000213623048,124.80999755859376,371200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,125.2300033569336,125.71499633789062,123.72000122070312,124.48999786376952,245500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,125.22000122070312,125.3949966430664,123.29000091552734,124.08000183105467,294000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,124.91999816894533,126.40499877929688,124.12999725341795,124.52999877929688,235600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,124.16999816894533,125.08999633789062,123.6500015258789,124.54000091552734,180200.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,124.36000061035156,125.23999786376952,122.6500015258789,122.8000030517578,358200.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,123.37000274658205,125.91000366210938,122.9499969482422,124.8499984741211,297000.0,,,,,,,,,,
